name,band,telescope,exptime,jd,date,field,flat,dark,tdiff_flat,tdiff_dark,zp,zperr,maglim5,maglim3,savename,raw_filename,Unnamed: 0
SN2023qov-0002_i,i,B&C,300,2460190.857537847,2023-09-03T08:34:51.27,SN2023qov,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,3.8575378470122814,0.6685316618531942,25.0,0.052,17.562,18.107,/home/phys/astronomy/rri38/reduction/BC/cal/SN2023qov-0002_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230903/SN2023qov-0002_i.fit,0.0
SN2023OXN-0006_i,i,B&C,300,2460187.939847569,2023-08-31T10:33:22.83,SN2023OXN,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.9398475694470108,3.586221939418465,25.0,0.05,17.819,18.371,/home/phys/astronomy/rri38/reduction/BC/cal/SN2023OXN-0006_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230831/SN2023OXN-0006_i.fit,0.0
NGC300-0003_g,g,B&C,300,2460188.162303125,2023-08-31T15:53:42.99,NGC300,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,1.1623031250201166,3.363766383845359,25.0,0.849,16.606,17.073,/home/phys/astronomy/rri38/reduction/BC/cal/NGC300-0003_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230831/NGC300-0003_g.fit,0.0
NGC613-0002_r,r,B&C,300,2460190.0160033563,2023-09-02T12:23:02.69,NGC613,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460191_60d_r.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.9839966436848044,1.51006615255028,25.0,0.05,18.333,18.876,/home/phys/astronomy/rri38/reduction/BC/cal/NGC613-0002_r_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230902/NGC613-0002_r.fit,0.0
NGC6438-0003_g,g,B&C,300,2460187.816319213,2023-08-31T07:35:29.98,NGC6438,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.816319212783128,3.709750296082348,25.0,0.223,17.877,18.42,/home/phys/astronomy/rri38/reduction/BC/cal/NGC6438-0003_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230831/NGC6438-0003_g.fit,0.0
GAIA208-0002_i,i,B&C,60,2460189.9470408564,2023-09-02T10:43:44.33,GAIA208,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460053_60s.fits.gz,2.9470408563502133,136.00543406652287,25.0,0.036,17.503,18.046,/home/phys/astronomy/rri38/reduction/BC/cal/GAIA208-0002_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230902/GAIA208-0002_i.fit,0.0
NGC1512-0003_i,i,B&C,120,2460191.1008318285,2023-09-03T14:25:11.87,NGC1512,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,4.100831828545779,0.472662340849638,25.0,0.069,17.416,17.959,/home/phys/astronomy/rri38/reduction/BC/cal/NGC1512-0003_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230903/NGC1512-0003_i.fit,0.0
SN2023OXN-0002_r,r,B&C,300,2460187.8734811344,2023-08-31T08:57:48.77,SN2023OXN,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_r.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.8734811344183981,3.6525883744470775,25.0,0.044,17.47,18.033,/home/phys/astronomy/rri38/reduction/BC/cal/SN2023OXN-0002_r_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230831/SN2023OXN-0002_r.fit,0.0
BC3238-0048,r,B&C,120,2460183.033597222,2023-08-26T12:48:22.80,BC3238,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_r.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,3.9664027779363096,8.539896947331727,25.0,0.12,17.219,17.754,/home/phys/astronomy/rri38/reduction/BC/cal/BC3238-0048_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230826/BC3238-0048.fit,0.0
NGC7293-0002_i,i,B&C,300,2460188.000534953,2023-08-31T12:00:46.22,NGC7293,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,1.0005349535495045,3.525534555315972,25.0,0.095,16.918,17.47,/home/phys/astronomy/rri38/reduction/BC/cal/NGC7293-0002_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230831/NGC7293-0002_i.fit,0.0
SN2023qov-0002_g,g,B&C,300,2460190.850468981,2023-09-03T08:24:40.52,SN2023qov,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460191_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.1495310184545815,0.6756005273200572,25.0,0.057,18.51,19.053,/home/phys/astronomy/rri38/reduction/BC/cal/SN2023qov-0002_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230903/SN2023qov-0002_g.fit,0.0
GAIA704-0001_r,r,B&C,180,2460189.8350755787,2023-09-02T08:02:30.53,GAIA704,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460191_60d_r.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460123_180s.fits.gz,1.1649244213476777,66.7857755785808,25.0,1.274,16.837,17.075,/home/phys/astronomy/rri38/reduction/BC/cal/GAIA704-0001_r_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230902/GAIA704-0001_r.fit,0.0
NGC_7020-0003_i,r,B&C,300,2460186.9541787035,2023-08-30T10:54:01.04,NGC 7020,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_r.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.0458212965168058,4.5718908053822815,25.0,0.041,17.874,18.418,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_7020-0003_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 7020-0003_i.fit,0.0
BC3238-0061,i,B&C,120,2460183.059094097,2023-08-26T13:25:05.73,BC3238,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,3.940905903000385,8.514400072395802,25.0,0.049,17.275,17.826,/home/phys/astronomy/rri38/reduction/BC/cal/BC3238-0061_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230826/BC3238-0061.fit,0.0
SN2023qov-0002_r,r,B&C,300,2460190.8540033563,2023-09-03T08:29:45.89,SN2023qov,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460191_60d_r.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.1459966436959803,0.672066152561456,25.0,0.047,18.118,18.663,/home/phys/astronomy/rri38/reduction/BC/cal/SN2023qov-0002_r_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230903/SN2023qov-0002_r.fit,0.0
NGC_1269-0001_g,g,B&C,120,2460187.2287847223,2023-08-30T17:29:27.00,NGC 1269,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,0.2287847222760319,4.344709447119385,25.0,0.064,18.044,18.6,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_1269-0001_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 1269-0001_g.fit,0.0
GAIA208-0003_i,i,B&C,120,2460188.051224884,2023-08-31T13:13:45.83,GAIA208,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,1.0512248841114342,3.5222692852839828,25.0,0.047,17.463,18.007,/home/phys/astronomy/rri38/reduction/BC/cal/GAIA208-0003_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230831/GAIA208-0003_i.fit,0.0
NGC613-0001_g,g,B&C,300,2460189.9981621527,2023-09-02T11:57:21.21,NGC613,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460191_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,1.001837847288698,1.5279073561541736,25.0,0.093,18.343,18.903,/home/phys/astronomy/rri38/reduction/BC/cal/NGC613-0001_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230902/NGC613-0001_g.fit,0.0
M16-0003_r,r,B&C,300,2460186.8331670137,2023-08-30T07:59:45.63,M16,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_r.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.1668329862877726,4.692902495153248,25.0,0.052,16.584,16.912,/home/phys/astronomy/rri38/reduction/BC/cal/M16-0003_r_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/M16-0003_r.fit,0.0
SN2023OXN-0007_i,i,B&C,300,2460187.950497338,2023-08-31T10:48:42.97,SN2023OXN,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.9504973380826414,3.5755721707828343,25.0,0.052,17.656,18.211,/home/phys/astronomy/rri38/reduction/BC/cal/SN2023OXN-0007_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230831/SN2023OXN-0007_i.fit,0.0
BC3238-0051,i,B&C,120,2460183.0379548613,2023-08-26T12:54:39.30,BC3238,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,3.962045138701797,8.535539308097214,25.0,0.099,17.073,17.618,/home/phys/astronomy/rri38/reduction/BC/cal/BC3238-0051_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230826/BC3238-0051.fit,0.0
GAIA208-0004_r,r,B&C,120,2460188.054170486,2023-08-31T13:18:00.33,GAIA208,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_r.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,1.0541704860515893,3.519323683343828,25.0,0.037,17.492,18.042,/home/phys/astronomy/rri38/reduction/BC/cal/GAIA208-0004_r_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230831/GAIA208-0004_r.fit,0.0
NGC_1269-0003_g,g,B&C,120,2460187.2375796298,2023-08-30T17:42:06.88,NGC 1269,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,0.2375796297565102,4.335914539638907,25.0,0.07,18.129,18.69,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_1269-0003_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 1269-0003_g.fit,0.0
NGC1512-0001_i,i,B&C,120,2460191.077766088,2023-09-03T13:51:58.99,NGC1512,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,4.077766087837517,0.4957280815578997,25.0,0.043,17.791,18.34,/home/phys/astronomy/rri38/reduction/BC/cal/NGC1512-0001_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230903/NGC1512-0001_i.fit,0.0
NGC1512-0003_g,g,B&C,120,2460191.097928125,2023-09-03T14:21:00.99,NGC1512,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460191_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,0.0979281249456107,0.4755660444498062,25.0,0.089,17.661,18.183,/home/phys/astronomy/rri38/reduction/BC/cal/NGC1512-0003_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230903/NGC1512-0003_g.fit,0.0
NGC_6822-0001_g,g,B&C,120,2460187.0239052083,2023-08-30T12:34:25.41,NGC 6822,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,0.0239052083343267,4.54958896106109,25.0,0.054,17.435,17.993,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_6822-0001_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 6822-0001_g.fit,0.0
NGC300-0001_g,g,B&C,300,2460189.986409954,2023-09-02T11:40:25.82,NGC300,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460191_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,1.0135900462046266,1.5396595550701022,25.0,0.996,17.254,17.7,/home/phys/astronomy/rri38/reduction/BC/cal/NGC300-0001_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230902/NGC300-0001_g.fit,0.0
NGC_6822-0006_r,r,B&C,300,2460187.061383333,2023-08-30T13:28:23.52,NGC 6822,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_r.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.0613833335228264,4.464686175342649,25.0,0.078,17.567,18.109,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_6822-0006_r_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 6822-0006_r.fit,0.0
NGC_7020-0001_r,i,B&C,300,2460186.936417708,2023-08-30T10:28:26.49,NGC 7020,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.0635822918266058,4.5896518006920815,25.0,0.044,17.708,18.249,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_7020-0001_r_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 7020-0001_r.fit,0.0
NGC_1269-0005_i,i,B&C,120,2460187.249277314,2023-08-30T17:58:57.56,NGC 1269,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,0.2492773146368563,4.324216854758561,25.0,0.066,17.721,18.269,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_1269-0005_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 1269-0005_i.fit,0.0
NGC_1365-0003_g,g,B&C,300,2460187.108345139,2023-08-30T14:36:01.02,NGC 1365,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.1083451388403773,4.417724370025098,25.0,0.074,18.082,18.627,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_1365-0003_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 1365-0003_g.fit,0.0
47_Tucane-0001_r,r,B&C,300,2460187.173900578,2023-08-30T16:10:25.01,47 Tucane,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_r.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.173900578636676,4.3521689302288,25.0,0.674,17.094,17.455,/home/phys/astronomy/rri38/reduction/BC/cal/47_Tucane-0001_r_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/47 Tucane-0001_r.fit,0.0
NGC6438-0001_g,g,B&C,300,2460187.795025116,2023-08-31T07:04:50.17,NGC6438,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.7950251158326864,3.731044393032789,25.0,0.294,17.556,18.079,/home/phys/astronomy/rri38/reduction/BC/cal/NGC6438-0001_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230831/NGC6438-0001_g.fit,0.0
NGC_6822-0005_i,i,B&C,120,2460187.0443940973,2023-08-30T13:03:55.65,NGC 6822,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,0.0443940972909331,4.529100072104484,25.0,0.055,17.394,17.948,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_6822-0005_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 6822-0005_i.fit,0.0
NGC_1269-0003_i,i,B&C,120,2460187.2404832174,2023-08-30T17:46:17.75,NGC 1269,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,0.2404832174070179,4.333010951988399,25.0,0.052,17.94,18.498,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_1269-0003_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 1269-0003_i.fit,0.0
BC3238-0059,i,B&C,120,2460183.0562266205,2023-08-26T13:20:57.98,BC3238,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,3.943773379549384,8.517267548944801,25.0,0.045,17.367,17.916,/home/phys/astronomy/rri38/reduction/BC/cal/BC3238-0059_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230826/BC3238-0059.fit,0.0
GAIA208-0001_g,g,B&C,60,2460189.9432113427,2023-09-02T10:38:13.46,GAIA208,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460191_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460053_60s.fits.gz,1.0567886573262513,136.0016045528464,25.0,0.046,17.675,18.215,/home/phys/astronomy/rri38/reduction/BC/cal/GAIA208-0001_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230902/GAIA208-0001_g.fit,0.0
SN2023qov-0003_i,i,B&C,300,2460190.8681844906,2023-09-03T08:50:11.14,SN2023qov,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,3.868184490595013,0.6578850182704628,25.0,0.054,17.356,17.905,/home/phys/astronomy/rri38/reduction/BC/cal/SN2023qov-0003_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230903/SN2023qov-0003_i.fit,0.0
NGC_1365-0003_i,i,B&C,300,2460187.1118903933,2023-08-30T14:41:07.33,NGC 1365,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.1118903933092951,4.4141791155561805,25.0,0.044,17.697,18.247,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_1365-0003_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 1365-0003_i.fit,0.0
NGC_1269-0001_i,i,B&C,120,2460187.231688426,2023-08-30T17:33:37.88,NGC 1269,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,0.2316884258762002,4.341805743519217,25.0,0.11,17.838,18.378,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_1269-0001_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 1269-0001_i.fit,0.0
NGC_6822-0001_r,r,B&C,120,2460187.0253591435,2023-08-30T12:36:31.03,NGC 6822,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_r.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,0.0253591435030102,4.548135025892407,25.0,0.057,17.475,18.025,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_6822-0001_r_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 6822-0001_r.fit,0.0
NGC6438-0003_i,i,B&C,300,2460187.823389468,2023-08-31T07:45:40.85,NGC6438,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.8233894677832723,3.7026800410822034,25.0,0.076,17.622,18.181,/home/phys/astronomy/rri38/reduction/BC/cal/NGC6438-0003_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230831/NGC6438-0003_i.fit,0.0
NGC_1365-0007_r,r,B&C,300,2460187.1597873843,2023-08-30T15:50:05.63,NGC 1365,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_r.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.159787384327501,4.366282124537975,25.0,0.036,18.418,18.962,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_1365-0007_r_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 1365-0007_r.fit,0.0
NGC1316-0002_i,i,B&C,300,2460188.1087479168,2023-08-31T14:36:35.82,NGC1316,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,1.1087479167617855,3.41732159210369,25.0,0.041,17.394,17.946,/home/phys/astronomy/rri38/reduction/BC/cal/NGC1316-0002_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230831/NGC1316-0002_i.fit,0.0
SN2023OXN-0001_i,i,B&C,300,2460189.910639699,2023-09-02T09:51:19.27,SN2023OXN,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,2.9106396990828216,1.615429809782654,25.0,1.427,16.535,16.752,/home/phys/astronomy/rri38/reduction/BC/cal/SN2023OXN-0001_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230902/SN2023OXN-0001_i.fit,0.0
SN2023QOV-0001_i,i,B&C,300,2460187.9046131945,2023-08-31T09:42:38.58,SN2023OXN,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.9046131945215166,3.621456314343959,25.0,0.064,17.451,18.007,/home/phys/astronomy/rri38/reduction/BC/cal/SN2023QOV-0001_i_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230831/SN2023QOV-0001_i.fit,0.0
NGC_1365-0004_r,r,B&C,300,2460187.1154783564,2023-08-30T14:46:17.33,NGC 1365,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_r.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.1154783563688397,4.410591152496636,25.0,0.033,17.838,18.384,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_1365-0004_r_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 1365-0004_r.fit,0.0
SN2023QOV-0002_g,g,B&C,300,2460187.908189584,2023-08-31T09:47:47.58,SN2023OXN,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.9081895835697652,3.617879925295711,25.0,0.066,17.468,18.023,/home/phys/astronomy/rri38/reduction/BC/cal/SN2023QOV-0002_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230831/SN2023QOV-0002_g.fit,0.0
SN2023oxn-0001_g,g,B&C,300,2460190.8771979166,2023-09-03T09:03:09.90,SN2023oxn,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460191_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.1228020833805203,0.648871592245996,25.0,0.063,17.89,18.424,/home/phys/astronomy/rri38/reduction/BC/cal/SN2023oxn-0001_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230903/SN2023oxn-0001_g.fit,0.0
NGC1399-0002_g,g,B&C,300,2460188.135560648,2023-08-31T15:15:12.44,NGC1399,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,1.1355606480501592,3.3905088608153164,25.0,0.063,17.755,18.307,/home/phys/astronomy/rri38/reduction/BC/cal/NGC1399-0002_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230831/NGC1399-0002_g.fit,0.0
NGC_6822-0005_g,g,B&C,120,2460187.0414912035,2023-08-30T12:59:44.84,NGC 6822,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,0.0414912034757435,4.532002965919673,25.0,0.058,17.425,17.981,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_6822-0005_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 6822-0005_g.fit,0.0
BC3238-0052,i,B&C,120,2460183.039387963,2023-08-26T12:56:43.12,BC3238,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_i.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_120s.fits.gz,3.960612037219107,8.534106206614524,25.0,0.123,17.147,17.69,/home/phys/astronomy/rri38/reduction/BC/cal/BC3238-0052_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230826/BC3238-0052.fit,0.0
NGC_6822-0006_g,g,B&C,300,2460187.0567913195,2023-08-30T13:21:46.77,NGC 6822,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.0567913195118308,4.469278189353645,25.0,0.081,17.371,17.914,/home/phys/astronomy/rri38/reduction/BC/cal/NGC_6822-0006_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230830/NGC 6822-0006_g.fit,0.0
SN2023oxn-0003_g,g,B&C,300,2460190.898495602,2023-09-03T09:33:50.02,SN2023oxn,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460191_60d_g.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460191_300s.fits.gz,0.1015043980441987,0.6275739069096744,25.0,0.056,17.834,18.372,/home/phys/astronomy/rri38/reduction/BC/cal/SN2023oxn-0003_g_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230903/SN2023oxn-0003_g.fit,0.0
GAIA208-0001_r,r,B&C,60,2460188.0418144674,2023-08-31T13:00:12.77,GAIA208,/home/phys/astronomy/rri38/fli/data/master/flat/flat_2460187_60d_r.fits.gz,/home/phys/astronomy/rri38/fli/data/master/dark/dark_2460053_60s.fits.gz,1.0418144674040375,134.1002076775767,25.0,0.033,17.092,17.643,/home/phys/astronomy/rri38/reduction/BC/cal/GAIA208-0001_r_cal.fits.gz,/home/phys/astro8/MJArchive/octans/20230831/GAIA208-0001_r.fit,0.0
