name,telescope,exptime,jd,date,chip,band,readout,filename,note,field
F5893-10-R-a-5,MOA-II,10,2459542.861788,2021-11-24,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5893-10-R-a-5.fit.gz,lower,flat
F5942-121-R-a-3,MOA-II,121,2459560.907763,2021-12-12,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5942-121-R-a-3.fit.gz,lower,flat_round
F5880-5-R-a-5,MOA-II,5,2459542.849704,2021-11-24,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5880-5-R-a-5.fit.gz,over,flat
F6162-121-R-b-8,MOA-II,121,2459983.171605,2023-02-07,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6162-121-R-b-8.fit.gz,good,flat_round
F6030-121-R-b-1,MOA-II,121,2459830.016485,2022-09-07,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6030-121-R-b-1.fit.gz,good,flat_round
F6103-121-R-a-3,MOA-II,121,2459908.131191,2022-11-24,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6103-121-R-a-3.fit.gz,over,flat_round
F6114-121-R-b-9,MOA-II,121,2459921.99916,2022-12-08,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6114-121-R-b-9.fit.gz,good,flat_round
F6147-121-R-b-3,MOA-II,121,2459961.965964,2023-01-17,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6147-121-R-b-3.fit.gz,good,flat_round
F5993-121-R-c-2,MOA-II,121,2459705.898441,2022-05-06,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5993-121-R-c-2.fit.gz,good,flat_round
F6131-5-R-a-9,MOA-II,5,2459928.860668,2022-12-15,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6131-5-R-a-9.fit.gz,over,flat
F6146-121-R-c-2,MOA-II,121,2459961.957551,2023-01-17,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6146-121-R-c-2.fit.gz,over,flat_round
F5993-121-R-a-10,MOA-II,121,2459705.894705,2022-05-06,10,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5993-121-R-a-10.fit.gz,good,flat_round
F5829-121-R-a-2,MOA-II,121,2459268.108264,2021-02-22,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5829-121-R-a-2.fit.gz,good,flat_round
F6092-121-R-a-9,MOA-II,121,2459902.924549,2022-11-19,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6092-121-R-a-9.fit.gz,good,flat_round
F5784-30-R-a-4,MOA-II,30,2459263.214701,2021-02-17,4,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5784-30-R-a-4.fit.gz,lower,flat
F5851-121-R-c-2,MOA-II,121,2459463.224604,2021-09-05,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5851-121-R-c-2.fit.gz,good,flat_round
F5861-121-V-b-9,MOA-II,121,2459521.033274,2021-11-02,9,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5861-121-V-b-9.fit.gz,good,flat_round
F6184-121-R-c-9,MOA-II,121,2460146.006101,2023-07-20,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6184-121-R-c-9.fit.gz,good,flat_round
F5980-121-R-a-10,MOA-II,121,2459620.988302,2022-02-10,10,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5980-121-R-a-10.fit.gz,over,flat_round
F6194-121-V-a-6,MOA-II,121,2460188.944286,2023-09-01,6,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6194-121-V-a-6.fit.gz,good,flat_round
F5640-20-R-d-6,MOA-II,20,2459257.211291,2021-02-11,6,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5640-20-R-d-6.fit.gz,lower,flat
F6145-121-R-a-3,MOA-II,121,2459961.946436,2023-01-17,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6145-121-R-a-3.fit.gz,over,flat_round
F5971-121-V-a-3,MOA-II,121,2459619.930388,2022-02-09,3,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5971-121-V-a-3.fit.gz,good,flat_round
F5630-20-R-a-7,MOA-II,20,2459235.870352,2021-01-21,7,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5630-20-R-a-7.fit.gz,good,flat
F5981-121-R-a-9,MOA-II,121,2459620.993042,2022-02-10,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5981-121-R-a-9.fit.gz,good,flat_round
F5936-14-R-a-0,MOA-II,14,2459555.881564,2021-12-07,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5936-14-R-a-0.fit.gz,lower,flat
F5934-10-R-b-8,MOA-II,10,2459555.878812,2021-12-07,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5934-10-R-b-8.fit.gz,lower,flat
F6202-121-R-a-0,MOA-II,121,2460218.1292,2023-09-30,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6202-121-R-a-0.fit.gz,good,flat_round
F5743-10-R-a-0,MOA-II,10,2459262.223249,2021-02-16,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5743-10-R-a-0.fit.gz,over,flat
F5813-5-R-a-10,MOA-II,5,2459263.846703,2021-02-18,10,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5813-5-R-a-10.fit.gz,good,flat
F5826-121-R-c-10,MOA-II,121,2459268.085851,2021-02-22,10,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5826-121-R-c-10.fit.gz,good,flat_round
F6409-121-R-a-2,MOA-II,121,2460478.281646,2024-06-16,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/F6409-121-R-a-2.fit.gz,good,flat_round
F5665-20-R-a-99,MOA-II,20,2459258.217748,2021-02-12,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5665-20-R-a-99.fit.gz,over,flat
F5933-8-R-a-2,MOA-II,8,2459555.876043,2021-12-07,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5933-8-R-a-2.fit.gz,lower,flat
F6033-121-R-b-1,MOA-II,121,2459831.27325,2022-09-08,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6033-121-R-b-1.fit.gz,over,flat_round
F6058-121-V-b-1,MOA-II,121,2459900.010381,2022-11-16,1,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6058-121-V-b-1.fit.gz,lower,flat_round
F6109-121-R-b-9,MOA-II,121,2459911.962797,2022-11-28,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6109-121-R-b-9.fit.gz,good,flat_round
F6084-121-V-a-8,MOA-II,121,2459901.914088,2022-11-18,8,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6084-121-V-a-8.fit.gz,good,flat_round
F5620-20-R-a-99,MOA-II,20,2459193.890257,2020-12-10,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2020/F5620-20-R-a-99.fit.gz,lower,flat
F5847-121-R-c-1,MOA-II,121,2459427.250064,2021-07-31,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5847-121-R-c-1.fit.gz,over,flat_round
F5627-60-R-a-10,MOA-II,60,2459234.95537,2021-01-20,10,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5627-60-R-a-10.fit.gz,lower,flat
F6009-121-V-a-2,MOA-II,121,2459765.257059,2022-07-04,2,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6009-121-V-a-2.fit.gz,lower,flat_round
F6042-121-R-b-3,MOA-II,121,2459880.051006,2022-10-27,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6042-121-R-b-3.fit.gz,lower,flat_round
F6053-121-R-b-99,MOA-II,121,2459899.031351,2022-11-15,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6053-121-R-b-99.fit.gz,lower,flat_round
F5841-121-R-a-2,MOA-II,121,2459420.191171,2021-07-24,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5841-121-R-a-2.fit.gz,good,flat_round
F5630-20-R-c-0,MOA-II,20,2459235.872213,2021-01-21,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5630-20-R-c-0.fit.gz,good,flat
F5876-5-R-a-99,MOA-II,5,2459542.845856,2021-11-24,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5876-5-R-a-99.fit.gz,over,flat
F6032-121-V-b-99,MOA-II,121,2459831.259456,2022-09-08,99,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6032-121-V-b-99.fit.gz,good,flat_round
F6029-121-V-a-3,MOA-II,121,2459829.997034,2022-09-07,3,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6029-121-V-a-3.fit.gz,good,flat_round
F6168-121-R-b-1,MOA-II,121,2460025.134309,2023-03-21,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6168-121-R-b-1.fit.gz,lower,flat_round
F5830-15-R-a-1,MOA-II,15,2459281.832253,2021-03-08,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5830-15-R-a-1.fit.gz,lower,flat
F6052-121-R-b-9,MOA-II,121,2459899.01956,2022-11-15,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6052-121-R-b-9.fit.gz,lower,flat_round
F5827-121-R-a-7,MOA-II,121,2459268.090747,2021-02-22,7,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5827-121-R-a-7.fit.gz,over,flat_round
F5799-5-R-a-9,MOA-II,5,2459263.228947,2021-02-17,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5799-5-R-a-9.fit.gz,over,flat
F6094-121-R-b-4,MOA-II,121,2459902.944762,2022-11-19,4,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6094-121-R-b-4.fit.gz,good,flat_round
F6194-121-V-b-4,MOA-II,121,2460188.946156,2023-09-01,4,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6194-121-V-b-4.fit.gz,good,flat_round
F5614-20-R-e-2,MOA-II,20,2459193.156829,2020-12-09,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2020/F5614-20-R-e-2.fit.gz,lower,flat
F5870-30-R-b-3,MOA-II,30,2459541.856706,2021-11-23,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5870-30-R-b-3.fit.gz,over,flat
F6163-121-R-a-1,MOA-II,121,2459997.011269,2023-02-21,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6163-121-R-a-1.fit.gz,lower,flat_round
F5720-20-R-a-9,MOA-II,20,2459261.853772,2021-02-16,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5720-20-R-a-9.fit.gz,good,flat
F6052-121-R-b-99,MOA-II,121,2459899.01956,2022-11-15,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6052-121-R-b-99.fit.gz,lower,flat_round
F5940-121-R-a-0,MOA-II,121,2459560.897958,2021-12-12,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5940-121-R-a-0.fit.gz,over,flat_round
F5615-20-R-d-2,MOA-II,20,2459193.163016,2020-12-09,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2020/F5615-20-R-d-2.fit.gz,lower,flat
F6164-121-V-a-99,MOA-II,121,2459997.023648,2023-02-21,99,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6164-121-V-a-99.fit.gz,lower,flat_round
F5763-5-R-a-3,MOA-II,5,2459262.847288,2021-02-17,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5763-5-R-a-3.fit.gz,good,flat
F5925-121-R-a-1,MOA-II,121,2459554.813752,2021-12-06,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5925-121-R-a-1.fit.gz,lower,flat_round
F5986-121-R-a-8,MOA-II,121,2459663.042596,2022-03-24,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5986-121-R-a-8.fit.gz,lower,flat_round
F5824-30-R-a-99,MOA-II,30,2459263.856686,2021-02-18,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5824-30-R-a-99.fit.gz,lower,flat
F5887-5-R-a-1,MOA-II,5,2459542.856237,2021-11-24,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5887-5-R-a-1.fit.gz,good,flat
F6097-121-V-b-10,MOA-II,121,2459905.14806,2022-11-21,10,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6097-121-V-b-10.fit.gz,good,flat_round
F5672-5-R-a-1,MOA-II,5,2459258.224444,2021-02-12,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5672-5-R-a-1.fit.gz,over,flat
F6156-121-V-c-7,MOA-II,121,2459966.949632,2023-01-22,7,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6156-121-V-c-7.fit.gz,good,flat_round
F5959-20-R-a-8,MOA-II,20,2459618.863909,2022-02-08,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5959-20-R-a-8.fit.gz,good,flat
F5747-5-R-a-2,MOA-II,5,2459262.227031,2021-02-16,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5747-5-R-a-2.fit.gz,over,flat
F6042-121-R-a-5,MOA-II,121,2459880.049137,2022-10-27,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6042-121-R-a-5.fit.gz,lower,flat_round
F5722-20-R-a-8,MOA-II,20,2459261.855634,2021-02-16,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5722-20-R-a-8.fit.gz,good,flat
F5793-20-R-a-7,MOA-II,20,2459263.223204,2021-02-17,7,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5793-20-R-a-7.fit.gz,over,flat
F5845-121-R-c-10,MOA-II,121,2459425.310412,2021-07-29,10,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5845-121-R-c-10.fit.gz,good,flat_round
F6159-121-R-a-9,MOA-II,121,2459983.136507,2023-02-07,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6159-121-R-a-9.fit.gz,good,flat_round
F5630-20-R-e-7,MOA-II,20,2459235.87408,2021-01-21,7,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5630-20-R-e-7.fit.gz,good,flat
F6409-121-R-c-8,MOA-II,121,2460478.285385,2024-06-16,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/F6409-121-R-c-8.fit.gz,good,flat_round
F5778-30-R-a-8,MOA-II,30,2459263.208865,2021-02-17,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5778-30-R-a-8.fit.gz,lower,flat
F6035-121-I-a-8,MOA-II,121,2459831.290271,2022-09-08,8,I,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6035-121-I-a-8.fit.gz,lower,flat_round
F6053-121-R-a-4,MOA-II,121,2459899.029258,2022-11-15,4,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6053-121-R-a-4.fit.gz,lower,flat_round
F5727-30-R-a-4,MOA-II,30,2459262.208084,2021-02-16,4,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5727-30-R-a-4.fit.gz,lower,flat
F5712-5-R-a-4,MOA-II,5,2459261.846503,2021-02-16,4,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5712-5-R-a-4.fit.gz,over,flat
F6059-121-V-a-5,MOA-II,121,2459900.020405,2022-11-16,5,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6059-121-V-a-5.fit.gz,lower,flat_round
F6180-121-R-c-3,MOA-II,121,2460132.265213,2023-07-06,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6180-121-R-c-3.fit.gz,good,flat_round
F5670-5-R-a-1,MOA-II,5,2459258.222574,2021-02-12,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5670-5-R-a-1.fit.gz,over,flat
F6134-10-V-a-10,MOA-II,10,2459928.875484,2022-12-15,10,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6134-10-V-a-10.fit.gz,lower,flat
F5606-15-R-c-10,MOA-II,15,2459142.838591,2020-10-20,10,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2020/F5606-15-R-c-10.fit.gz,lower,flat
F5612-10-R-a-99,MOA-II,10,2459193.140241,2020-12-09,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2020/F5612-10-R-a-99.fit.gz,lower,flat
F6029-121-V-a-7,MOA-II,121,2459829.997034,2022-09-07,7,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6029-121-V-a-7.fit.gz,lower,flat_round
F5682-5-R-a-5,MOA-II,5,2459258.844025,2021-02-13,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5682-5-R-a-5.fit.gz,over,flat
F6175-121-R-b-2,MOA-II,121,2460049.230823,2023-04-14,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6175-121-R-b-2.fit.gz,lower,flat_round
F6004-121-R-a-3,MOA-II,121,2459765.218616,2022-07-04,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6004-121-R-a-3.fit.gz,good,flat_round
F6119-121-V-b-4,MOA-II,121,2459922.055426,2022-12-08,4,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6119-121-V-b-4.fit.gz,good,flat_round
F5643-10-R-a-1,MOA-II,10,2459257.221411,2021-02-11,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5643-10-R-a-1.fit.gz,over,flat
F6090-121-R-a-3,MOA-II,121,2459902.88298,2022-11-19,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6090-121-R-a-3.fit.gz,lower,flat_round
F5609-10-R-c-5,MOA-II,10,2459190.891633,2020-12-07,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2020/F5609-10-R-c-5.fit.gz,lower,flat
F6107-121-R-b-1,MOA-II,121,2459910.084972,2022-11-26,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6107-121-R-b-1.fit.gz,good,flat_round
F6168-121-R-c-10,MOA-II,121,2460025.136179,2023-03-21,10,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6168-121-R-c-10.fit.gz,lower,flat_round
F5816-10-R-a-9,MOA-II,10,2459263.849439,2021-02-18,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5816-10-R-a-9.fit.gz,good,flat
F5885-5-R-a-1,MOA-II,5,2459542.854372,2021-11-24,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5885-5-R-a-1.fit.gz,over,flat
F5885-5-R-a-9,MOA-II,5,2459542.854372,2021-11-24,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5885-5-R-a-9.fit.gz,over,flat
F5971-121-V-a-0,MOA-II,121,2459619.930388,2022-02-09,0,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5971-121-V-a-0.fit.gz,good,flat_round
F6119-121-V-b-6,MOA-II,121,2459922.055426,2022-12-08,6,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6119-121-V-b-6.fit.gz,good,flat_round
F5857-121-R-c-5,MOA-II,121,2459521.005382,2021-11-02,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5857-121-R-c-5.fit.gz,good,flat_round
F6017-121-I-a-5,MOA-II,121,2459827.265898,2022-09-04,5,I,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6017-121-I-a-5.fit.gz,lower,flat_round
F5650-5-R-a-0,MOA-II,5,2459257.85127,2021-02-12,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5650-5-R-a-0.fit.gz,good,flat
F6118-121-V-a-5,MOA-II,121,2459922.043993,2022-12-08,5,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6118-121-V-a-5.fit.gz,good,flat_round
F6111-121-V-c-0,MOA-II,121,2459911.995972,2022-11-28,0,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6111-121-V-c-0.fit.gz,good,flat_round
F5999-5-R-a-9,MOA-II,5,2459725.760469,2022-05-26,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5999-5-R-a-9.fit.gz,lower,flat
F5823-30-R-a-99,MOA-II,30,2459263.855756,2021-02-18,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5823-30-R-a-99.fit.gz,good,flat
F5742-10-R-a-7,MOA-II,10,2459262.222316,2021-02-16,7,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5742-10-R-a-7.fit.gz,over,flat
F5689-10-R-a-0,MOA-II,10,2459258.850492,2021-02-13,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5689-10-R-a-0.fit.gz,good,flat
F5857-121-R-c-4,MOA-II,121,2459521.005382,2021-11-02,4,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5857-121-R-c-4.fit.gz,good,flat_round
F5859-121-V-b-3,MOA-II,121,2459521.021433,2021-11-02,3,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5859-121-V-b-3.fit.gz,good,flat_round
F6155-121-V-a-5,MOA-II,121,2459966.936138,2023-01-22,5,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6155-121-V-a-5.fit.gz,good,flat_round
F5972-121-V-c-0,MOA-II,121,2459619.938709,2022-02-09,0,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5972-121-V-c-0.fit.gz,good,flat_round
F5609-10-R-b-0,MOA-II,10,2459190.890704,2020-12-07,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2020/F5609-10-R-b-0.fit.gz,lower,flat
F5965-121-R-a-9,MOA-II,121,2459619.880013,2022-02-09,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5965-121-R-a-9.fit.gz,over,flat_round
F5878-5-R-a-1,MOA-II,5,2459542.847735,2021-11-24,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5878-5-R-a-1.fit.gz,over,flat
F5789-30-R-a-3,MOA-II,30,2459263.219352,2021-02-17,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5789-30-R-a-3.fit.gz,over,flat
F5928-121-R-a-2,MOA-II,121,2459554.831633,2021-12-06,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5928-121-R-a-2.fit.gz,good,flat_round
F6160-121-R-a-7,MOA-II,121,2459983.140549,2023-02-07,7,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6160-121-R-a-7.fit.gz,good,flat_round
F6193-121-R-b-9,MOA-II,121,2460188.935672,2023-09-01,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6193-121-R-b-9.fit.gz,good,flat_round
F6153-121-R-c-99,MOA-II,121,2459966.911627,2023-01-22,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6153-121-R-c-99.fit.gz,good,flat_round
F5739-20-R-a-4,MOA-II,20,2459262.219397,2021-02-16,4,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5739-20-R-a-4.fit.gz,good,flat
F5800-5-R-a-7,MOA-II,5,2459263.830035,2021-02-18,7,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5800-5-R-a-7.fit.gz,over,flat
F5827-121-R-b-99,MOA-II,121,2459268.092612,2021-02-22,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5827-121-R-b-99.fit.gz,over,flat_round
F6126-121-I-c-99,MOA-II,121,2459923.961181,2022-12-10,99,I,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6126-121-I-c-99.fit.gz,good,flat_round
F6116-121-R-a-9,MOA-II,121,2459922.019347,2022-12-08,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6116-121-R-a-9.fit.gz,good,flat_round
F6007-121-V-a-3,MOA-II,121,2459765.247493,2022-07-04,3,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6007-121-V-a-3.fit.gz,lower,flat_round
F5966-121-R-a-3,MOA-II,121,2459619.890987,2022-02-09,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5966-121-R-a-3.fit.gz,over,flat_round
F6162-121-R-a-2,MOA-II,121,2459983.169741,2023-02-07,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6162-121-R-a-2.fit.gz,good,flat_round
F5612-10-R-b-3,MOA-II,10,2459193.141168,2020-12-09,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2020/F5612-10-R-b-3.fit.gz,lower,flat
F5743-10-R-a-2,MOA-II,10,2459262.223249,2021-02-16,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5743-10-R-a-2.fit.gz,over,flat
F5891-10-R-a-10,MOA-II,10,2459542.859914,2021-11-24,10,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5891-10-R-a-10.fit.gz,good,flat
F6037-121-I-c-2,MOA-II,121,2459832.0697,2022-09-09,2,I,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6037-121-I-c-2.fit.gz,lower,flat_round
F6092-121-R-a-3,MOA-II,121,2459902.924549,2022-11-19,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6092-121-R-a-3.fit.gz,good,flat_round
F6187-121-V-a-8,MOA-II,121,2460146.058789,2023-07-20,8,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6187-121-V-a-8.fit.gz,lower,flat_round
F5927-121-R-b-3,MOA-II,121,2459554.826289,2021-12-06,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5927-121-R-b-3.fit.gz,good,flat_round
F6128-121-I-b-7,MOA-II,121,2459923.980492,2022-12-10,7,I,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6128-121-I-b-7.fit.gz,good,flat_round
F5979-121-R-a-1,MOA-II,121,2459620.984692,2022-02-10,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5979-121-R-a-1.fit.gz,over,flat_round
F6118-121-V-a-10,MOA-II,121,2459922.043993,2022-12-08,10,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6118-121-V-a-10.fit.gz,good,flat_round
F6180-121-R-c-2,MOA-II,121,2460132.265213,2023-07-06,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6180-121-R-c-2.fit.gz,lower,flat_round
F5889-5-R-a-3,MOA-II,5,2459542.858106,2021-11-24,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5889-5-R-a-3.fit.gz,good,flat
F5741-10-R-a-6,MOA-II,10,2459262.221384,2021-02-16,6,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5741-10-R-a-6.fit.gz,good,flat
