name,band,telescope,exptime,jd,date,filename,note
Flat-0002g,g,,24.0,2459684.277882755,2022-04-14T18:40:09.07,/home/phys/astro8/MJArchive/octans/20220414/Flat-0002g.fit,over
flat-0001r,r,,16.0,2459617.2168600694,2022-02-06T17:12:16.71,/home/phys/astro8/MJArchive/octans/20220206/flat-0001r.fit,over
Flat-0002R,R,,1.0,2458725.645138889,2019-08-30T03:29:00,/home/phys/astro8/MJArchive/octans/20190830/Flat-0002R.fit,over
Flat-0020R,R,,0.6,2458725.7064699074,2019-08-30T04:57:19,/home/phys/astro8/MJArchive/octans/20190830/Flat-0020R.fit,good
flats_20220906-0007_SII,SII,B&C,6.0,2459828.7647636575,2022-09-06T06:21:15.58,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0007_SII.fit,good
Flat-0002r,r,B&C,10.0,2459686.270277431,2022-04-16T18:29:11.97,/home/phys/astro8/MJArchive/octans/20220416/Flat-0002r.fit,lower
Flat-0019i,i,,2.0,2459684.285805903,2022-04-14T18:51:33.63,/home/phys/astro8/MJArchive/octans/20220414/Flat-0019i.fit,over
flats-0022V,V,,4.0,2459605.211353125,2022-01-25T17:04:20.91,/home/phys/astro8/MJArchive/octans/20220125/flats-0022V.fit,good
Flats-0008-z,z,,5.0,2459399.736630787,2021-07-04T05:40:44.90,/home/phys/astro8/MJArchive/octans/20210704/Flats-0008-z.fit,lower
Flats_20220908-0010_V,V,B&C,2.5,2459831.274552778,2022-09-08T18:35:21.36,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0010_V.fit,good
Flat-0001r,r,B&C,10.0,2459686.2701167823,2022-04-16T18:28:58.09,/home/phys/astro8/MJArchive/octans/20220416/Flat-0001r.fit,lower
flat-0009g,g,,30.0,2459610.206166551,2022-01-30T16:56:52.79,/home/phys/astro8/MJArchive/octans/20220130/flat-0009g.fit,good
flats_20220905-0017_R_,R,B&C,1.0,2459828.278392014,2022-09-05T18:40:53.07,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0017_R_.fit,good
flats-0040V,V,,2.0,2459605.212850463,2022-01-25T17:06:30.28,/home/phys/astro8/MJArchive/octans/20220125/flats-0040V.fit,good
flat-0001_r,r,,15.0,2459606.862184375,2022-01-27T08:41:32.73,/home/phys/astro8/MJArchive/octans/20220127/flat-0001_r.fit,good
flats-0020r,r,,8.0,2459605.207949653,2022-01-25T16:59:26.85,/home/phys/astro8/MJArchive/octans/20220125/flats-0020r.fit,good
flats_20220904-0012_i,i,B&C,1.0,2459827.280459954,2022-09-04T18:43:51.74,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0012_i.fit,good
Flats-0010-g,g,,10.0,2459399.7379003474,2021-07-04T05:42:34.59,/home/phys/astro8/MJArchive/octans/20210704/Flats-0010-g.fit,good
flat_20220903-0005r,r,B&C,12.0,2459825.2760452544,2022-09-02T18:37:30.31,/home/phys/astro8/MJArchive/octans/20220903/flat_20220903-0005r.fit,good
Flat-0001i,i,,5.0,2459684.2840791666,2022-04-14T18:49:04.44,/home/phys/astro8/MJArchive/octans/20220414/Flat-0001i.fit,over
Flat-0013zz,z,,0.1,2458725.6858912036,2019-08-30T04:27:41,/home/phys/astro8/MJArchive/octans/20190830/Flat-0013zz.fit,good
flats_20220905-0002_Ha,Halpha,B&C,10.0,2459828.287427083,2022-09-05T18:53:53.70,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0002_Ha.fit,over
flat_20220903-0005Ha,Halpha,B&C,7.0,2459825.290254745,2022-09-02T18:57:58.01,/home/phys/astro8/MJArchive/octans/20220903/flat_20220903-0005Ha.fit,good
flats_20220905-0003_Ha,Halpha,B&C,10.0,2459828.287587847,2022-09-05T18:54:07.59,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0003_Ha.fit,over
flat-0004r,r,,0.1,2459603.874714005,2022-01-24T08:59:35.29,/home/phys/astro8/MJArchive/octans/20220124/flat-0004r.fit,lower
flat_20220903-0010OIII,OIII,B&C,7.0,2459825.2883753474,2022-09-02T18:55:15.63,/home/phys/astro8/MJArchive/octans/20220903/flat_20220903-0010OIII.fit,good
flats_20220904-0002_Ha,Halpha,B&C,10.0,2459827.2893677084,2022-09-04T18:56:41.37,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0002_Ha.fit,good
Flat-0025zz,z,,0.1,2458725.7241782406,2019-08-30T05:22:49,/home/phys/astro8/MJArchive/octans/20190830/Flat-0025zz.fit,good
Flat-0007r,r,,6.0,2459684.283026736,2022-04-14T18:47:33.51,/home/phys/astro8/MJArchive/octans/20220414/Flat-0007r.fit,over
Flat20220908-0009_i,i,B&C,10.0,2459830.7832832173,2022-09-08T06:47:55.67,/home/phys/astro8/MJArchive/octans/20220908/Flat20220908-0009_i.fit,good
Flat20220908-0013_g,g,B&C,5.0,2459830.7793802083,2022-09-08T06:42:18.45,/home/phys/astro8/MJArchive/octans/20220908/Flat20220908-0013_g.fit,good
Flats_20220908-0002_B,B,B&C,15.0,2459831.268670949,2022-09-08T18:26:53.17,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0002_B.fit,good
Flat-0004g,g,,16.0,2459684.278666204,2022-04-14T18:41:16.76,/home/phys/astro8/MJArchive/octans/20220414/Flat-0004g.fit,good
flats_20220904-0001_Ha,Halpha,B&C,10.0,2459827.2892063656,2022-09-04T18:56:27.43,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0001_Ha.fit,good
Flat-0002uu,u,,60.0,2458725.6454282408,2019-08-30T03:29:25,/home/phys/astro8/MJArchive/octans/20190830/Flat-0002uu.fit,lower
Flat-0008B,B,,50.0,2458725.6671296298,2019-08-30T04:00:40,/home/phys/astro8/MJArchive/octans/20190830/Flat-0008B.fit,good
Flat-0016I,I,,0.1,2458725.693738426,2019-08-30T04:38:59,/home/phys/astro8/MJArchive/octans/20190830/Flat-0016I.fit,good
FlatDome-0002g,g,B&C,5.0,2459687.8686774303,2022-04-18T08:50:53.73,/home/phys/astro8/MJArchive/octans/20220417/FlatDome-0002g.fit,good
Flat_r_20220829-0003r,r,B&C,5.0,2459821.2771601854,2022-08-29T18:39:06.64,/home/phys/astro8/MJArchive/octans/20220829/Flat_r_20220829-0003r.fit,lower
Flat20220908-0012_R,R,B&C,30.0,2459830.787406944,2022-09-08T06:53:51.96,/home/phys/astro8/MJArchive/octans/20220908/Flat20220908-0012_R.fit,good
Flats_20220908-0003_i,i,B&C,0.5,2459831.2761908565,2022-09-08T18:37:42.89,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0003_i.fit,good
flats-0019V,V,,4.0,2459605.2110644677,2022-01-25T17:03:55.97,/home/phys/astro8/MJArchive/octans/20220125/flats-0019V.fit,good
flats_20220906-0004_g,g,B&C,8.0,2459828.7789533567,2022-09-06T06:41:41.57,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0004_g.fit,good
FlatDome-0006g,g,B&C,5.0,2459687.8714653933,2022-04-18T08:54:54.61,/home/phys/astro8/MJArchive/octans/20220418/FlatDome-0006g.fit,good
flats_20220906-0012_R_,R,B&C,2.0,2459828.7746506943,2022-09-06T06:35:29.82,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0012_R_.fit,good
flats-0016r,r,,10.0,2459605.207340509,2022-01-25T16:58:34.22,/home/phys/astro8/MJArchive/octans/20220125/flats-0016r.fit,over
Flats-0003-z,z,,5.0,2459399.7337652775,2021-07-04T05:36:37.32,/home/phys/astro8/MJArchive/octans/20210704/Flats-0003-z.fit,lower
Flats_20220908-0007_i,i,B&C,0.5,2459831.276400463,2022-09-08T18:38:01.00,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0007_i.fit,good
flat_20220903-0017OIII,OIII,B&C,7.0,2459825.289253009,2022-09-02T18:56:31.46,/home/phys/astro8/MJArchive/octans/20220902/flat_20220903-0017OIII.fit,good
flats_20220904-0005_V,V,B&C,5.0,2459827.2769797454,2022-09-04T18:38:51.05,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0005_V.fit,good
flats-0004r,r,,20.0,2459605.2044954863,2022-01-25T16:54:28.41,/home/phys/astro8/MJArchive/octans/20220125/flats-0004r.fit,good
flats_20220905-0008_OIII,OIII,B&C,10.0,2459828.28475,2022-09-05T18:50:02.40,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0008_OIII.fit,good
Flat-0004r,r,B&C,10.0,2459686.969828704,2022-04-17T11:16:33.20,/home/phys/astro8/MJArchive/octans/20220417/Flat-0004r.fit,good
flats_20220905-0018_i,i,B&C,0.5,2459828.2818181715,2022-09-05T18:45:49.09,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0018_i.fit,over
flats-0019r,r,,8.0,2459605.207812153,2022-01-25T16:59:14.97,/home/phys/astro8/MJArchive/octans/20220125/flats-0019r.fit,good
Flats_20220908-0010_SII,SII,B&C,10.0,2459831.2821347225,2022-09-08T18:46:16.44,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0010_SII.fit,over
Flats_20220908-0002_R_,R,B&C,1.0,2459831.275078935,2022-09-08T18:36:06.82,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0002_R_.fit,good
Flat-0007rr,r,,6.0,2458725.6603125,2019-08-30T03:50:51,/home/phys/astro8/MJArchive/octans/20190830/Flat-0007rr.fit,over
Flat-0021B,B,,50.0,2458725.7085763887,2019-08-30T05:00:21,/home/phys/astro8/MJArchive/octans/20190830/Flat-0021B.fit,good
flat_20220903-0006SII,SII,B&C,11.0,2459825.287190509,2022-09-02T18:53:33.26,/home/phys/astro8/MJArchive/octans/20220903/flat_20220903-0006SII.fit,good
Flats-0004-g,g,,10.0,2459399.734462037,2021-07-04T05:37:37.52,/home/phys/astro8/MJArchive/octans/20210704/Flats-0004-g.fit,over
Flat-0012r,r,,3.0,2459684.283545486,2022-04-14T18:48:18.33,/home/phys/astro8/MJArchive/octans/20220414/Flat-0012r.fit,good
Flat-0023zz,z,,0.1,2458725.717835648,2019-08-30T05:13:41,/home/phys/astro8/MJArchive/octans/20190830/Flat-0023zz.fit,good
Flat20220908-0003_r,r,B&C,7.0,2459830.7802033564,2022-09-08T06:43:29.57,/home/phys/astro8/MJArchive/octans/20220908/Flat20220908-0003_r.fit,good
Flats-0006-z,z,,5.0,2459399.7354841437,2021-07-04T05:39:05.83,/home/phys/astro8/MJArchive/octans/20210704/Flats-0006-z.fit,lower
flat-0011r,r,,9.0,2459610.2122203703,2022-01-30T17:05:35.84,/home/phys/astro8/MJArchive/octans/20220130/flat-0011r.fit,over
flats_20220904-0009_g,g,B&C,8.0,2459827.273858449,2022-09-04T18:34:21.37,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0009_g.fit,good
Flat-0018I,I,,0.1,2458725.7003472224,2019-08-30T04:48:30,/home/phys/astro8/MJArchive/octans/20190830/Flat-0018I.fit,good
Flat-0026ii,i,,0.1,2458725.7271875,2019-08-30T05:27:09,/home/phys/astro8/MJArchive/octans/20190830/Flat-0026ii.fit,good
Flat20220908-0005_r,r,B&C,10.0,2459830.7805034723,2022-09-08T06:43:55.50,/home/phys/astro8/MJArchive/octans/20220908/Flat20220908-0005_r.fit,good
flats_20220905-0002_i,i,B&C,0.5,2459828.278844213,2022-09-05T18:41:32.14,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0002_i.fit,good
Flat-0007I,I,,0.2,2458725.659097222,2019-08-30T03:49:06,/home/phys/astro8/MJArchive/octans/20190830/Flat-0007I.fit,over
flat_20220903-0004OIII,OIII,B&C,30.0,2459825.2838417822,2022-09-02T18:48:43.93,/home/phys/astro8/MJArchive/octans/20220902/flat_20220903-0004OIII.fit,over
Flat-0023uu,u,,60.0,2458725.7163888887,2019-08-30T05:11:36,/home/phys/astro8/MJArchive/octans/20190830/Flat-0023uu.fit,lower
flat-0008z,z,,1.0,2459603.876962963,2022-01-24T09:02:49.60,/home/phys/astro8/MJArchive/octans/20220124/flat-0008z.fit,lower
Flat-0013I,I,,0.1,2458725.684236111,2019-08-30T04:25:18,/home/phys/astro8/MJArchive/octans/20190830/Flat-0013I.fit,good
Flat -0006g,g,B&C,15.0,2459687.273331597,2022-04-17T18:33:35.85,/home/phys/astro8/MJArchive/octans/20220417/Flat -0006g.fit,lower
Flats-0019-z,z,,5.0,2459399.742765741,2021-07-04T05:49:34.96,/home/phys/astro8/MJArchive/octans/20210704/Flats-0019-z.fit,lower
flat_20220903-0017OIII,OIII,B&C,7.0,2459825.289253009,2022-09-02T18:56:31.46,/home/phys/astro8/MJArchive/octans/20220903/flat_20220903-0017OIII.fit,good
flat-0002g,g,,30.0,2459617.214326736,2022-02-06T17:08:37.83,/home/phys/astro8/MJArchive/octans/20220206/flat-0002g.fit,over
Flats-0013-z,z,,5.0,2459399.7403699076,2021-07-04T05:46:07.96,/home/phys/astro8/MJArchive/octans/20210704/Flats-0013-z.fit,lower
flats_20220905-0007_V,V,B&C,7.0,2459828.275152778,2022-09-05T18:36:13.20,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0007_V.fit,good
flat_20220903-0013i,i,B&C,1.0,2459825.281455324,2022-09-02T18:45:17.74,/home/phys/astro8/MJArchive/octans/20220902/flat_20220903-0013i.fit,good
Flat-0022ii,i,,0.1,2458725.714513889,2019-08-30T05:08:54,/home/phys/astro8/MJArchive/octans/20190830/Flat-0022ii.fit,good
flat-0010r,r,,6.0,2459605.8612849535,2022-01-26T08:40:15.02,/home/phys/astro8/MJArchive/octans/20220126/flat-0010r.fit,good
Flat-000130,bad,bad,-999.0,-999.0,bad,bad,bad
Flat-0015V,V,,5.0,2458725.6900925925,2019-08-30T04:33:44,/home/phys/astro8/MJArchive/octans/20190830/Flat-0015V.fit,good
flat_20220903-0013OIII,OIII,B&C,7.0,2459825.288751505,2022-09-02T18:55:48.13,/home/phys/astro8/MJArchive/octans/20220903/flat_20220903-0013OIII.fit,good
Flats-0018-z,z,,5.0,2459399.742366435,2021-07-04T05:49:00.46,/home/phys/astro8/MJArchive/octans/20210704/Flats-0018-z.fit,lower
Flat-0005uu,u,,60.0,2458725.653738426,2019-08-30T03:41:23,/home/phys/astro8/MJArchive/octans/20190830/Flat-0005uu.fit,lower
flats_20220905-0012_OIII,OIII,B&C,10.0,2459828.2854283564,2022-09-05T18:51:01.01,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0012_OIII.fit,good
flats_20220904-0010_V,V,B&C,5.0,2459827.277497801,2022-09-04T18:39:35.81,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0010_V.fit,good
FlatDome-0014,bad,bad,-999.0,-999.0,bad,bad,bad
flats_20220904-0020_i,i,B&C,1.0,2459827.280951852,2022-09-04T18:44:34.24,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0020_i.fit,good
flat_20220903-0010Ha,Halpha,B&C,7.0,2459825.2909180555,2022-09-02T18:58:55.32,/home/phys/astro8/MJArchive/octans/20220902/flat_20220903-0010Ha.fit,good
flat_20220903-0013OIII,OIII,B&C,7.0,2459825.288751505,2022-09-02T18:55:48.13,/home/phys/astro8/MJArchive/octans/20220902/flat_20220903-0013OIII.fit,good
flats_20220905-0002_g,g,B&C,10.0,2459828.2713743057,2022-09-05T18:30:46.74,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0002_g.fit,good
flat-0006r,r,,0.1,2459603.874805787,2022-01-24T08:59:43.22,/home/phys/astro8/MJArchive/octans/20220124/flat-0006r.fit,lower
flat-0004V,V,,15.0,2459606.2070372687,2022-01-26T16:58:08.02,/home/phys/astro8/MJArchive/octans/20220126/flat-0004V.fit,good
flats_20220905-0006_R_,R,B&C,1.0,2459828.2776875,2022-09-05T18:39:52.20,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0006_R_.fit,good
flat-0009r,r,,0.1,2459603.8749461807,2022-01-24T08:59:55.35,/home/phys/astro8/MJArchive/octans/20220124/flat-0009r.fit,lower
Flats-0018-g,g,,5.0,2459399.742490162,2021-07-04T05:49:11.15,/home/phys/astro8/MJArchive/octans/20210704/Flats-0018-g.fit,lower
flats-0031V,V,,3.0,2459605.212179282,2022-01-25T17:05:32.29,/home/phys/astro8/MJArchive/octans/20220125/flats-0031V.fit,over
flats_20220904-0007_R_,R,B&C,2.0,2459827.2788230325,2022-09-04T18:41:30.31,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0007_R_.fit,good
Flat_r_20220829-0005r,r,B&C,10.0,2459821.277683102,2022-08-29T18:39:51.82,/home/phys/astro8/MJArchive/octans/20220829/Flat_r_20220829-0005r.fit,good
flat_20220903-0004SII,SII,B&C,13.0,2459825.286783912,2022-09-02T18:52:58.13,/home/phys/astro8/MJArchive/octans/20220902/flat_20220903-0004SII.fit,good
Flats_20220908-0002_g,g,B&C,3.5,2459831.2718524304,2022-09-08T18:31:28.05,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0002_g.fit,good
Flat-0005r,r,B&C,4.0,2459686.2807706017,2022-04-16T18:44:18.58,/home/phys/astro8/MJArchive/octans/20220416/Flat-0005r.fit,lower
Flat -0020g,g,B&C,15.0,2459687.277271065,2022-04-17T18:39:16.22,/home/phys/astro8/MJArchive/octans/20220417/Flat -0020g.fit,lower
flats_20220904-0004_SII,SII,B&C,10.0,2459827.287897801,2022-09-04T18:54:34.37,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0004_SII.fit,good
Flat-0004V,V,,10.0,2458725.6504166666,2019-08-30T03:36:36,/home/phys/astro8/MJArchive/octans/20190830/Flat-0004V.fit,over
flat_20220903-0005Ha,Halpha,B&C,7.0,2459825.290254745,2022-09-02T18:57:58.01,/home/phys/astro8/MJArchive/octans/20220902/flat_20220903-0005Ha.fit,good
flats_20220906-0027_i,i,B&C,1.0,2459828.773164815,2022-09-06T06:33:21.44,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0027_i.fit,good
Flats_20220908-0001_clear,Clear,B&C,15.0,2459831.2610600693,2022-09-08T18:15:55.59,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0001_clear.fit,good
flat-0023r,r,B&C,10.0,2459686.9813636574,2022-04-17T11:33:09.82,/home/phys/astro8/MJArchive/octans/20220417/flat-0023r.fit,good
Flat-0010V,V,,5.0,2458725.6742476854,2019-08-30T04:10:55,/home/phys/astro8/MJArchive/octans/20190830/Flat-0010V.fit,good
flats_20220905-0004_OIII,OIII,B&C,10.0,2459828.284104514,2022-09-05T18:49:06.63,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0004_OIII.fit,good
Flat-0009r,r,B&C,10.0,2459686.970630903,2022-04-17T11:17:42.51,/home/phys/astro8/MJArchive/octans/20220417/Flat-0009r.fit,good
flats_20220904-0007_V,V,B&C,5.0,2459827.277187384,2022-09-04T18:39:08.99,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0007_V.fit,good
flats_20220905-0019_R_,R,B&C,1.0,2459828.2785041668,2022-09-05T18:41:02.76,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0019_R_.fit,good
Flats-0016-i,i,,5.0,2459399.741875347,2021-07-04T05:48:18.03,/home/phys/astro8/MJArchive/octans/20210704/Flats-0016-i.fit,lower
FlatDome-0009g,g,B&C,5.0,2459687.8720773146,2022-04-18T08:55:47.48,/home/phys/astro8/MJArchive/octans/20220418/FlatDome-0009g.fit,good
Flat-0008zz,z,,0.1,2458725.6700578704,2019-08-30T04:04:53,/home/phys/astro8/MJArchive/octans/20190830/Flat-0008zz.fit,good
Flat-0024R,R,,0.6,2458725.7191435187,2019-08-30T05:15:34,/home/phys/astro8/MJArchive/octans/20190830/Flat-0024R.fit,good
flats_20220904-0005_R_,R,B&C,2.0,2459827.278687037,2022-09-04T18:41:18.56,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0005_R_.fit,good
flats_20220905-0005_R_,R,B&C,1.0,2459828.2776318286,2022-09-05T18:39:47.39,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0005_R_.fit,good
Flat-0012zz,z,,0.1,2458725.6827199073,2019-08-30T04:23:07,/home/phys/astro8/MJArchive/octans/20190830/Flat-0012zz.fit,good
flat-0018r,r,,1.0,2459603.879229977,2022-01-24T09:06:05.47,/home/phys/astro8/MJArchive/octans/20220124/flat-0018r.fit,lower
Flat-0003I,I,,0.2,2458725.6480555558,2019-08-30T03:33:12,/home/phys/astro8/MJArchive/octans/20190830/Flat-0003I.fit,over
Flats_20220908-0007_OIII,OIII,B&C,15.0,2459831.2794003473,2022-09-08T18:42:20.19,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0007_OIII.fit,good
Flat-0015I,I,,0.1,2458725.690578704,2019-08-30T04:34:26,/home/phys/astro8/MJArchive/octans/20190830/Flat-0015I.fit,good
Flats-0014-g,g,,5.0,2459399.7408929397,2021-07-04T05:46:53.15,/home/phys/astro8/MJArchive/octans/20210704/Flats-0014-g.fit,lower
flats_20220905-0007_R_,R,B&C,1.0,2459828.2777439817,2022-09-05T18:39:57.08,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0007_R_.fit,good
flats_20220906-0003_SII,SII,B&C,6.0,2459828.7642984954,2022-09-06T06:20:35.39,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0003_SII.fit,good
flat-0007V,V,,15.0,2459606.2077252315,2022-01-26T16:59:07.46,/home/phys/astro8/MJArchive/octans/20220126/flat-0007V.fit,good
flats_20220906-0018_i,i,B&C,0.8,2459828.7724769674,2022-09-06T06:32:22.01,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0018_i.fit,good
Flats_20220908-0004_SII,SII,B&C,12.0,2459831.2810604167,2022-09-08T18:44:43.62,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0004_SII.fit,over
flat-0007V,V,,7.0,2459610.213683102,2022-01-30T17:07:42.22,/home/phys/astro8/MJArchive/octans/20220130/flat-0007V.fit,good
flat_20220903-0006g,g,B&C,15.0,2459825.2743453705,2022-09-02T18:35:03.44,/home/phys/astro8/MJArchive/octans/20220902/flat_20220903-0006g.fit,good
flats-0037V,V,,2.0,2459605.212648727,2022-01-25T17:06:12.85,/home/phys/astro8/MJArchive/octans/20220125/flats-0037V.fit,good
flat-0018g,g,,15.0,2459610.2094332175,2022-01-30T17:01:35.03,/home/phys/astro8/MJArchive/octans/20220130/flat-0018g.fit,over
Flat-0007zz,z,,0.2,2458725.6605439815,2019-08-30T03:51:11,/home/phys/astro8/MJArchive/octans/20190830/Flat-0007zz.fit,over
Flats_20220908-0007_clear,Clear,B&C,12.0,2459831.2624126156,2022-09-08T18:17:52.45,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0007_clear.fit,good
flats_20220904-0008_Ha,Halpha,B&C,10.0,2459827.2903319444,2022-09-04T18:58:04.68,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0008_Ha.fit,good
Flat-0027rr,r,,5.0,2458725.730138889,2019-08-30T05:31:24,/home/phys/astro8/MJArchive/octans/20190830/Flat-0027rr.fit,over
Flat-0012r,r,,9.0,2459682.281239583,2022-04-12T18:44:59.10,/home/phys/astro8/MJArchive/octans/20220412/Flat-0012r.fit,over
flat-0001_g,g,,20.0,2459606.865724537,2022-01-27T08:46:38.60,/home/phys/astro8/MJArchive/octans/20220127/flat-0001_g.fit,good
Flat20220908-0009_g,g,B&C,5.0,2459830.7789041665,2022-09-08T06:41:37.32,/home/phys/astro8/MJArchive/octans/20220908/Flat20220908-0009_g.fit,good
flats_20220906-0009_r,r,B&C,8.0,2459828.777997801,2022-09-06T06:40:19.01,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0009_r.fit,good
Flat -0024g,g,B&C,15.0,2459687.278144907,2022-04-17T18:40:31.72,/home/phys/astro8/MJArchive/octans/20220417/Flat -0024g.fit,lower
flat_20220903-0001OIII,OIII,B&C,30.0,2459825.2826655093,2022-09-02T18:47:02.30,/home/phys/astro8/MJArchive/octans/20220903/flat_20220903-0001OIII.fit,good
flats_20220905-0014_i,i,B&C,0.2,2459828.281506134,2022-09-05T18:45:22.13,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0014_i.fit,good
Flat -0009g,g,B&C,15.0,2459687.273986921,2022-04-17T18:34:32.47,/home/phys/astro8/MJArchive/octans/20220417/Flat -0009g.fit,lower
Flat-0001V,V,,10.0,2458725.64212963,2019-08-30T03:24:40,/home/phys/astro8/MJArchive/octans/20190830/Flat-0001V.fit,over
flats_20220906-0005_r,r,B&C,6.0,2459828.777448727,2022-09-06T06:39:31.57,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0005_r.fit,good
flats-0015r,r,,10.0,2459605.2071799766,2022-01-25T16:58:20.35,/home/phys/astro8/MJArchive/octans/20220125/flats-0015r.fit,good
Flat-0005ii,i,,0.2,2458725.654988426,2019-08-30T03:43:11,/home/phys/astro8/MJArchive/octans/20190830/Flat-0005ii.fit,over
Flat-0019rr,r,,5.0,2458725.7047916665,2019-08-30T04:54:54,/home/phys/astro8/MJArchive/octans/20190830/Flat-0019rr.fit,over
flat_20220903-0013Ha,Halpha,B&C,7.0,2459825.291294213,2022-09-02T18:59:27.82,/home/phys/astro8/MJArchive/octans/20220903/flat_20220903-0013Ha.fit,good
Flat-0013g,g,,5.0,2459684.281057639,2022-04-14T18:44:43.38,/home/phys/astro8/MJArchive/octans/20220414/Flat-0013g.fit,good
flats_20220904-0003_SII,SII,B&C,10.0,2459827.287737153,2022-09-04T18:54:20.49,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0003_SII.fit,good
flat_20220903-0001SII,SII,B&C,18.0,2459825.28601794,2022-09-02T18:51:51.95,/home/phys/astro8/MJArchive/octans/20220902/flat_20220903-0001SII.fit,over
Flats_20220908-0010_R_,R,B&C,0.5,2459831.275528125,2022-09-08T18:36:45.63,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0010_R_.fit,good
flat-0008r,r,,6.0,2459617.218331366,2022-02-06T17:14:23.83,/home/phys/astro8/MJArchive/octans/20220206/flat-0008r.fit,good
flats_20220906-0023_i,i,B&C,1.0,2459828.7729072915,2022-09-06T06:32:59.19,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0023_i.fit,good
flats_20220905-0001_OIII,OIII,B&C,1.0,2459828.279848264,2022-09-05T18:42:58.89,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0001_OIII.fit,lower
flats-0055V,V,,2.0,2459605.2139225695,2022-01-25T17:08:02.91,/home/phys/astro8/MJArchive/octans/20220125/flats-0055V.fit,over
Flat-0016r,r,,3.0,2459684.2839265047,2022-04-14T18:48:51.25,/home/phys/astro8/MJArchive/octans/20220414/Flat-0016r.fit,good
flats-0007g,g,,30.0,2459605.200050347,2022-01-25T16:48:04.35,/home/phys/astro8/MJArchive/octans/20220125/flats-0007g.fit,good
Flat-0023V,V,,5.0,2458725.7156944443,2019-08-30T05:10:36,/home/phys/astro8/MJArchive/octans/20190830/Flat-0023V.fit,good
flats_20220905-0008_R_,R,B&C,1.0,2459828.277800347,2022-09-05T18:40:01.95,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0008_R_.fit,good
Flat-0014V,V,,5.0,2458725.686921296,2019-08-30T04:29:10,/home/phys/astro8/MJArchive/octans/20190830/Flat-0014V.fit,good
Flats_20220908-0002_OIII,OIII,B&C,20.0,2459831.2781966436,2022-09-08T18:40:36.19,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0002_OIII.fit,good
Flat-0012g,g,,5.0,2459684.2809556713,2022-04-14T18:44:34.57,/home/phys/astro8/MJArchive/octans/20220414/Flat-0012g.fit,good
