name,band,telescope,exptime,jd,date,filename,note
Flat-0027I,I,,0.1,2458725.728865741,2019-08-30T05:29:34,/home/phys/astro8/MJArchive/octans/20190830/Flat-0027I.fit,good
Flat-0012rr,r,,5.0,2458725.682349537,2019-08-30T04:22:35,/home/phys/astro8/MJArchive/octans/20190830/Flat-0012rr.fit,over
flats_20220906-0001_R_,R,B&C,1.5,2459828.7738600695,2022-09-06T06:34:21.51,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0001_R_.fit,good
flat-0007r,r,,6.0,2459617.21821713,2022-02-06T17:14:13.96,/home/phys/astro8/MJArchive/octans/20220206/flat-0007r.fit,good
FlatDome-0006,bad,bad,-999.0,-999.0,bad,bad,bad
Flat-0017B,B,,50.0,2458725.695636574,2019-08-30T04:41:43,/home/phys/astro8/MJArchive/octans/20190830/Flat-0017B.fit,good
Flat-0006i,i,,2.0,2459684.284852546,2022-04-14T18:50:11.26,/home/phys/astro8/MJArchive/octans/20220414/Flat-0006i.fit,good
flats_20220904-0002_g,g,B&C,10.0,2459827.272492708,2022-09-04T18:32:23.37,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0002_g.fit,good
Flat-0006V,V,,10.0,2458725.6559606483,2019-08-30T03:44:35,/home/phys/astro8/MJArchive/octans/20190830/Flat-0006V.fit,over
Flat-0020zz,z,,0.1,2458725.7083333335,2019-08-30T05:00:00,/home/phys/astro8/MJArchive/octans/20190830/Flat-0020zz.fit,good
flat-0008r,r,,8.0,2459605.860938426,2022-01-26T08:39:45.08,/home/phys/astro8/MJArchive/octans/20220126/flat-0008r.fit,over
Flat-0007i,i,,2.0,2459684.284920486,2022-04-14T18:50:17.13,/home/phys/astro8/MJArchive/octans/20220414/Flat-0007i.fit,good
Flats_20220908-0001_Ha,Halpha,B&C,15.0,2459831.2825398147,2022-09-08T18:46:51.44,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0001_Ha.fit,over
flats_20220905-0010_V,V,B&C,5.0,2459828.2754891203,2022-09-05T18:36:42.26,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0010_V.fit,good
Flats-0002-z,z,,5.0,2459399.733192361,2021-07-04T05:35:47.82,/home/phys/astro8/MJArchive/octans/20210704/Flats-0002-z.fit,lower
Flat20220908-0007_i,i,B&C,10.0,2459830.7828185186,2022-09-08T06:47:15.52,/home/phys/astro8/MJArchive/octans/20220908/Flat20220908-0007_i.fit,good
flats_20220906-0020_i,i,B&C,0.8,2459828.772586227,2022-09-06T06:32:31.45,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0020_i.fit,good
flats-0015g,g,,15.0,2459605.202684838,2022-01-25T16:51:51.97,/home/phys/astro8/MJArchive/octans/20220125/flats-0015g.fit,good
flats_20220906-0006_R_,R,B&C,2.0,2459828.77418912,2022-09-06T06:34:49.94,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0006_R_.fit,over
flat-0005,r,,5.0,2459606.858133102,2022-01-27T08:35:42.70,/home/phys/astro8/MJArchive/octans/20220127/flat-0005.fit,good
flat-0006_g,g,,30.0,2459606.8673760416,2022-01-27T08:49:01.29,/home/phys/astro8/MJArchive/octans/20220127/flat-0006_g.fit,good
Flat-0014R,R,,0.6,2458725.6871875,2019-08-30T04:29:33,/home/phys/astro8/MJArchive/octans/20190830/Flat-0014R.fit,good
flats-0054V,V,,2.0,2459605.2138552084,2022-01-25T17:07:57.09,/home/phys/astro8/MJArchive/octans/20220125/flats-0054V.fit,over
flat-0004_r,r,,23.0,2459606.8632274307,2022-01-27T08:43:02.85,/home/phys/astro8/MJArchive/octans/20220127/flat-0004_r.fit,good
flats_20220904-0003_V,V,B&C,5.0,2459827.276773148,2022-09-04T18:38:33.20,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0003_V.fit,good
flats_20220905-0005_i,i,B&C,1.0,2459828.279087963,2022-09-05T18:41:53.20,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0005_i.fit,over
Flat-0009r,r,,9.0,2459682.2807613425,2022-04-12T18:44:17.78,/home/phys/astro8/MJArchive/octans/20220412/Flat-0009r.fit,good
Flat-0012r,r,B&C,4.0,2459686.281410764,2022-04-16T18:45:13.89,/home/phys/astro8/MJArchive/octans/20220416/Flat-0012r.fit,good
Flats-0013-g,g,,5.0,2459399.7404936343,2021-07-04T05:46:18.65,/home/phys/astro8/MJArchive/octans/20210704/Flats-0013-g.fit,lower
flat-0015r,r,,1.0,2459603.879060764,2022-01-24T09:05:50.85,/home/phys/astro8/MJArchive/octans/20220124/flat-0015r.fit,lower
FlatDome-0001,bad,bad,-999.0,-999.0,bad,bad,bad
flats_20220906-0003_g,g,B&C,8.0,2459828.778815162,2022-09-06T06:41:29.63,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0003_g.fit,good
flats-0032V,V,,3.0,2459605.212259491,2022-01-25T17:05:39.22,/home/phys/astro8/MJArchive/octans/20220125/flats-0032V.fit,over
Flats-0010-i,i,,15.0,2459399.738141898,2021-07-04T05:42:55.46,/home/phys/astro8/MJArchive/octans/20210704/Flats-0010-i.fit,lower
Flat-0025I,I,,0.1,2458725.722523148,2019-08-30T05:20:26,/home/phys/astro8/MJArchive/octans/20190830/Flat-0025I.fit,good
flats-0017r,r,,10.0,2459605.2075003474,2022-01-25T16:58:48.03,/home/phys/astro8/MJArchive/octans/20220125/flats-0017r.fit,over
Flats_20220908-0006_g,g,B&C,3.5,2459831.272193866,2022-09-08T18:31:57.55,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0006_g.fit,over
Flat -0028g,g,B&C,15.0,2459687.279017361,2022-04-17T18:41:47.10,/home/phys/astro8/MJArchive/octans/20220417/Flat -0028g.fit,good
flat_20220903-0014OIII,OIII,B&C,7.0,2459825.288876736,2022-09-02T18:55:58.95,/home/phys/astro8/MJArchive/octans/20220903/flat_20220903-0014OIII.fit,good
flats-0003V,V,,6.0,2459605.2091974537,2022-01-25T17:01:14.66,/home/phys/astro8/MJArchive/octans/20220125/flats-0003V.fit,good
Flat -0022g,g,B&C,15.0,2459687.277708102,2022-04-17T18:39:53.98,/home/phys/astro8/MJArchive/octans/20220417/Flat -0022g.fit,lower
Flat-0009B,B,,50.0,2458725.670289352,2019-08-30T04:05:13,/home/phys/astro8/MJArchive/octans/20190830/Flat-0009B.fit,good
flat-0008,r,,7.0,2459606.8585903933,2022-01-27T08:36:22.21,/home/phys/astro8/MJArchive/octans/20220127/flat-0008.fit,good
Flat-0004I,I,,0.2,2458725.6508217594,2019-08-30T03:37:11,/home/phys/astro8/MJArchive/octans/20190830/Flat-0004I.fit,over
Flat_r_20220829-0008r,r,B&C,10.0,2459821.2784325234,2022-08-29T18:40:56.57,/home/phys/astro8/MJArchive/octans/20220829/Flat_r_20220829-0008r.fit,good
flats_20220905-0013_i,i,B&C,0.2,2459828.2814591434,2022-09-05T18:45:18.07,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0013_i.fit,good
flat_20220903-0008OIII,OIII,B&C,20.0,2459825.2854114585,2022-09-02T18:50:59.55,/home/phys/astro8/MJArchive/octans/20220902/flat_20220903-0008OIII.fit,good
flats-0052V,V,,2.0,2459605.2137091435,2022-01-25T17:07:44.47,/home/phys/astro8/MJArchive/octans/20220125/flats-0052V.fit,good
Flat20220908-0015_i,i,B&C,15.0,2459830.784901852,2022-09-08T06:50:15.52,/home/phys/astro8/MJArchive/octans/20220908/Flat20220908-0015_i.fit,good
Flat-0018uu,u,,60.0,2458725.7005555555,2019-08-30T04:48:48,/home/phys/astro8/MJArchive/octans/20190830/Flat-0018uu.fit,lower
Flat-0026zz,z,,0.1,2458725.727349537,2019-08-30T05:27:23,/home/phys/astro8/MJArchive/octans/20190830/Flat-0026zz.fit,good
Flat-0015r,r,B&C,10.0,2459686.97159375,2022-04-17T11:19:05.70,/home/phys/astro8/MJArchive/octans/20220417/Flat-0015r.fit,good
Flat-0006r,r,,12.0,2459682.2801363426,2022-04-12T18:43:23.78,/home/phys/astro8/MJArchive/octans/20220412/Flat-0006r.fit,over
flat_20220903-0012i,i,B&C,3.0,2459825.2811131943,2022-09-02T18:44:48.18,/home/phys/astro8/MJArchive/octans/20220902/flat_20220903-0012i.fit,over
Flat-0006g,g,,18.0,2459682.276589005,2022-04-12T18:38:17.29,/home/phys/astro8/MJArchive/octans/20220412/Flat-0006g.fit,good
flats_20220904-0010_r,r,B&C,7.0,2459827.275911343,2022-09-04T18:37:18.74,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0010_r.fit,good
Flat-0026V,V,,5.0,2458725.725208333,2019-08-30T05:24:18,/home/phys/astro8/MJArchive/octans/20190830/Flat-0026V.fit,good
Flat-0005r,r,B&C,10.0,2459686.969989236,2022-04-17T11:16:47.07,/home/phys/astro8/MJArchive/octans/20220417/Flat-0005r.fit,good
flat-0026r,r,,12.0,2459605.863747338,2022-01-26T08:43:47.77,/home/phys/astro8/MJArchive/octans/20220126/flat-0026r.fit,good
flat-0019z,z,,5.0,2459603.8784306715,2022-01-24T09:04:56.41,/home/phys/astro8/MJArchive/octans/20220124/flat-0019z.fit,lower
flats-0026V,V,,4.0,2459605.211728125,2022-01-25T17:04:53.31,/home/phys/astro8/MJArchive/octans/20220125/flats-0026V.fit,over
Flats_20220908-0003_r,r,B&C,2.0,2459831.273043866,2022-09-08T18:33:10.99,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0003_r.fit,good
Flat-0024uu,u,,60.0,2458725.719560185,2019-08-30T05:16:10,/home/phys/astro8/MJArchive/octans/20190830/Flat-0024uu.fit,lower
Flat -0004g,g,B&C,15.0,2459687.271402315,2022-04-17T18:30:49.16,/home/phys/astro8/MJArchive/octans/20220417/Flat -0004g.fit,lower
Flats_20220908-0003_SII,SII,B&C,12.0,2459831.280876736,2022-09-08T18:44:27.75,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0003_SII.fit,good
Flat-0016zz,z,,0.1,2458725.6953935185,2019-08-30T04:41:22,/home/phys/astro8/MJArchive/octans/20190830/Flat-0016zz.fit,good
Flat-0026gg,g,,5.0,2458725.726759259,2019-08-30T05:26:32,/home/phys/astro8/MJArchive/octans/20190830/Flat-0026gg.fit,good
Flat-0002r,r,,6.0,2459684.2824024307,2022-04-14T18:46:39.57,/home/phys/astro8/MJArchive/octans/20220414/Flat-0002r.fit,good
Flat-0014g,g,,12.0,2459682.2785435184,2022-04-12T18:41:06.16,/home/phys/astro8/MJArchive/octans/20220412/Flat-0014g.fit,over
Flat-0002B,B,,50.0,2458725.6441666665,2019-08-30T03:27:36,/home/phys/astro8/MJArchive/octans/20190830/Flat-0002B.fit,good
Flats-0009-i,i,,15.0,2459399.7375689815,2021-07-04T05:42:05.96,/home/phys/astro8/MJArchive/octans/20210704/Flats-0009-i.fit,good
flat-0003,r,,4.0,2459606.8578054397,2022-01-27T08:35:14.39,/home/phys/astro8/MJArchive/octans/20220127/flat-0003.fit,good
flats-0006g,g,,30.0,2459605.1995692127,2022-01-25T16:47:22.78,/home/phys/astro8/MJArchive/octans/20220125/flats-0006g.fit,good
Flat-0016B,B,,50.0,2458725.692465278,2019-08-30T04:37:09,/home/phys/astro8/MJArchive/octans/20190830/Flat-0016B.fit,good
Flats-0001-z,z,,5.0,2459399.7326194444,2021-07-04T05:34:58.32,/home/phys/astro8/MJArchive/octans/20210704/Flats-0001-z.fit,lower
flats_20220905-0003_R_,R,B&C,2.0,2459828.2768643517,2022-09-05T18:38:41.08,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0003_R_.fit,good
Flat-0001i,i,,15.0,2459682.77666875,2022-04-13T06:38:24.18,/home/phys/astro8/MJArchive/octans/20220413/Flat-0001i.fit,good
flat-0025r,r,,12.0,2459605.863564236,2022-01-26T08:43:31.95,/home/phys/astro8/MJArchive/octans/20220126/flat-0025r.fit,good
flats_20220905-0001_SII,SII,B&C,8.0,2459828.2858038195,2022-09-05T18:51:33.45,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0001_SII.fit,good
flats_20220906-0004_OIII,OIII,B&C,8.0,2459828.7660244214,2022-09-06T06:23:04.51,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0004_OIII.fit,good
Flat-0027ii,i,,0.1,2458725.730358796,2019-08-30T05:31:43,/home/phys/astro8/MJArchive/octans/20190830/Flat-0027ii.fit,good
flat_20220903-0016OIII,OIII,B&C,7.0,2459825.289127662,2022-09-02T18:56:20.63,/home/phys/astro8/MJArchive/octans/20220902/flat_20220903-0016OIII.fit,good
FlatDome-0011g,g,B&C,5.0,2459687.869599074,2022-04-18T08:52:13.36,/home/phys/astro8/MJArchive/octans/20220417/FlatDome-0011g.fit,good
Flat-0015zz,z,,0.1,2458725.692222222,2019-08-30T04:36:48,/home/phys/astro8/MJArchive/octans/20190830/Flat-0015zz.fit,good
flat-0016r,r,,1.0,2459603.87911713,2022-01-24T09:05:55.72,/home/phys/astro8/MJArchive/octans/20220124/flat-0016r.fit,lower
flats_20220905-0007_OIII,OIII,B&C,10.0,2459828.284588426,2022-09-05T18:49:48.44,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0007_OIII.fit,good
flat-0004r,r,,10.0,2459617.2175581018,2022-02-06T17:13:17.02,/home/phys/astro8/MJArchive/octans/20220206/flat-0004r.fit,good
Flats_20220908-0008_g,g,B&C,2.0,2459831.2723623845,2022-09-08T18:32:12.11,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0008_g.fit,good
Flat-0004rr,r,,6.0,2458725.652060185,2019-08-30T03:38:58,/home/phys/astro8/MJArchive/octans/20190830/Flat-0004rr.fit,over
flats-0025r,r,,5.0,2459605.208709259,2022-01-25T17:00:32.48,/home/phys/astro8/MJArchive/octans/20220125/flats-0025r.fit,good
flat-0008g,g,,16.0,2459617.2164859953,2022-02-06T17:11:44.39,/home/phys/astro8/MJArchive/octans/20220206/flat-0008g.fit,over
flat_20220830-0001fr,r,B&C,2.0,2459821.771709259,2022-08-30T06:31:15.68,/home/phys/astro8/MJArchive/octans/20220830/flat_20220830-0001fr.fit,lower
flat-0003g,g,,15.0,2459605.8651313656,2022-01-26T08:45:47.35,/home/phys/astro8/MJArchive/octans/20220126/flat-0003g.fit,over
flats_20220905-0008_g,g,B&C,8.0,2459828.2722966434,2022-09-05T18:32:06.43,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0008_g.fit,good
flat-0008g,g,,30.0,2459606.2023729165,2022-01-26T16:51:25.02,/home/phys/astro8/MJArchive/octans/20220126/flat-0008g.fit,good
Flat-0014ii,i,,0.1,2458725.688900463,2019-08-30T04:32:01,/home/phys/astro8/MJArchive/octans/20190830/Flat-0014ii.fit,good
flats_20220905-0005_V,V,B&C,7.0,2459828.2749008103,2022-09-05T18:35:51.43,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0005_V.fit,good
Flats_20220908-0006_r,r,B&C,2.0,2459831.27325,2022-09-08T18:33:28.80,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0006_r.fit,good
flat_20220903-0008SII,SII,B&C,11.0,2459825.287534838,2022-09-02T18:54:03.01,/home/phys/astro8/MJArchive/octans/20220903/flat_20220903-0008SII.fit,good
Flat-0022rr,r,,5.0,2458725.7142939814,2019-08-30T05:08:35,/home/phys/astro8/MJArchive/octans/20190830/Flat-0022rr.fit,over
flat_20220903-0004g,g,B&C,25.0,2459825.273481597,2022-09-02T18:33:48.81,/home/phys/astro8/MJArchive/octans/20220902/flat_20220903-0004g.fit,over
flat-0006g,g,,15.0,2459605.8658480323,2022-01-26T08:46:49.27,/home/phys/astro8/MJArchive/octans/20220126/flat-0006g.fit,good
flat-0027r,r,,15.0,2459605.8639440974,2022-01-26T08:44:04.77,/home/phys/astro8/MJArchive/octans/20220126/flat-0027r.fit,over
Flats-0008-g,g,,10.0,2459399.7367543983,2021-07-04T05:40:55.58,/home/phys/astro8/MJArchive/octans/20210704/Flats-0008-g.fit,over
Flat-0008V,V,,5.0,2458725.6679166667,2019-08-30T04:01:48,/home/phys/astro8/MJArchive/octans/20190830/Flat-0008V.fit,good
Flats-0002-r,r,,5.0,2459399.733465741,2021-07-04T05:36:11.44,/home/phys/astro8/MJArchive/octans/20210704/Flats-0002-r.fit,good
Flats_20220908-0010_clear,Clear,B&C,12.0,2459831.2629631944,2022-09-08T18:18:40.02,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0010_clear.fit,good
flat_20220903-0009SII,SII,B&C,11.0,2459825.28770625,2022-09-02T18:54:17.82,/home/phys/astro8/MJArchive/octans/20220903/flat_20220903-0009SII.fit,good
flat_20220903-0009OIII,OIII,B&C,20.0,2459825.2856871528,2022-09-02T18:51:23.37,/home/phys/astro8/MJArchive/octans/20220902/flat_20220903-0009OIII.fit,good
flat-0001g,g,,30.0,2459608.8663023147,2022-01-29T08:47:28.52,/home/phys/astro8/MJArchive/octans/20220129/flat-0001g.fit,good
Flat-0015g,g,,5.0,2459684.2813050924,2022-04-14T18:45:04.76,/home/phys/astro8/MJArchive/octans/20220414/Flat-0015g.fit,good
flats_20220905-0007_g,g,B&C,8.0,2459828.272158449,2022-09-05T18:31:54.49,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0007_g.fit,good
flat-0017z,z,,5.0,2459603.8782252315,2022-01-24T09:04:38.66,/home/phys/astro8/MJArchive/octans/20220124/flat-0017z.fit,lower
Flats-0014-z,z,,5.0,2459399.740769213,2021-07-04T05:46:42.46,/home/phys/astro8/MJArchive/octans/20210704/Flats-0014-z.fit,lower
Flat-0027R,R,,0.6,2458725.728645833,2019-08-30T05:29:15,/home/phys/astro8/MJArchive/octans/20190830/Flat-0027R.fit,good
Flats_20220908-0004_Ha,Halpha,B&C,10.0,2459831.2831748845,2022-09-08T18:47:46.31,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0004_Ha.fit,good
flats_20220906-0002_g,g,B&C,8.0,2459828.7786769676,2022-09-06T06:41:17.69,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0002_g.fit,good
flat-0017V,V,,8.0,2459606.209694444,2022-01-26T17:01:57.60,/home/phys/astro8/MJArchive/octans/20220126/flat-0017V.fit,good
Flat-0008R,R,,0.6,2458725.6681828704,2019-08-30T04:02:11,/home/phys/astro8/MJArchive/octans/20190830/Flat-0008R.fit,good
FlatDome-0007g,g,B&C,5.0,2459687.871669329,2022-04-18T08:55:12.23,/home/phys/astro8/MJArchive/octans/20220418/FlatDome-0007g.fit,good
flats_20220906-0008_i,i,B&C,0.8,2459828.7718497687,2022-09-06T06:31:27.82,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0008_i.fit,over
Flats_20220908-0005_g,g,B&C,3.5,2459831.272108449,2022-09-08T18:31:50.17,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0005_g.fit,over
Flat-0006uu,u,,60.0,2458725.6564930556,2019-08-30T03:45:21,/home/phys/astro8/MJArchive/octans/20190830/Flat-0006uu.fit,lower
Flat-0022V,V,,5.0,2458725.7125347224,2019-08-30T05:06:03,/home/phys/astro8/MJArchive/octans/20190830/Flat-0022V.fit,good
flats_20220905-0012_V,V,B&C,5.0,2459828.275693171,2022-09-05T18:36:59.89,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0012_V.fit,good
Flat-0001r,r,B&C,10.0,2459686.9693461806,2022-04-17T11:15:51.51,/home/phys/astro8/MJArchive/octans/20220417/Flat-0001r.fit,good
flats_20220906-0004_V,V,B&C,5.0,2459828.775578819,2022-09-06T06:36:50.01,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0004_V.fit,good
flats_20220906-0014_R_,R,B&C,2.0,2459828.774787384,2022-09-06T06:35:41.63,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0014_R_.fit,good
Flats_20220908-0003_B,B,B&C,15.0,2459831.268890162,2022-09-08T18:27:12.11,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0003_B.fit,good
flats_20220906-0006_V,V,B&C,5.0,2459828.775783449,2022-09-06T06:37:07.69,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0006_V.fit,good
Flat-0022I,I,,0.1,2458725.713020833,2019-08-30T05:06:45,/home/phys/astro8/MJArchive/octans/20190830/Flat-0022I.fit,good
Flats_20220908-0001_i,i,B&C,1.0,2459831.276004745,2022-09-08T18:37:26.81,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0001_i.fit,over
Flat-0003r,r,,6.0,2459684.2825159724,2022-04-14T18:46:49.38,/home/phys/astro8/MJArchive/octans/20220414/Flat-0003r.fit,good
Flat -0010g,g,B&C,15.0,2459687.2742054397,2022-04-17T18:34:51.35,/home/phys/astro8/MJArchive/octans/20220417/Flat -0010g.fit,lower
flats_20220906-0024_i,i,B&C,1.0,2459828.772963773,2022-09-06T06:33:04.07,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0024_i.fit,good
Flat-0004zz,z,,0.2,2458725.6523032407,2019-08-30T03:39:19,/home/phys/astro8/MJArchive/octans/20190830/Flat-0004zz.fit,over
flat-0001r,r,,20.0,2459610.210041551,2022-01-30T17:02:27.59,/home/phys/astro8/MJArchive/octans/20220130/flat-0001r.fit,over
flats_20220906-0026_i,i,B&C,1.0,2459828.7731084493,2022-09-06T06:33:16.57,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0026_i.fit,good
flat-0007r,r,,0.1,2459603.874852778,2022-01-24T08:59:47.28,/home/phys/astro8/MJArchive/octans/20220124/flat-0007r.fit,lower
Flat-0002i,i,,5.0,2459684.28418125,2022-04-14T18:49:13.26,/home/phys/astro8/MJArchive/octans/20220414/Flat-0002i.fit,over
Flat-0025B,B,,50.0,2458725.72125,2019-08-30T05:18:36,/home/phys/astro8/MJArchive/octans/20190830/Flat-0025B.fit,good
flats_20220906-0004_r,r,B&C,6.0,2459828.7773346063,2022-09-06T06:39:21.71,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0004_r.fit,good
flats_20220904-0002_V,V,B&C,5.0,2459827.27666956,2022-09-04T18:38:24.25,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0002_V.fit,good
Flat-001230,bad,bad,-999.0,-999.0,bad,bad,bad
Flat_g_20220829-0003g,g,B&C,10.0,2459821.2794358796,2022-08-29T18:42:23.26,/home/phys/astro8/MJArchive/octans/20220829/Flat_g_20220829-0003g.fit,good
Flats-0007-r,r,,5.0,2459399.7363305558,2021-07-04T05:40:18.96,/home/phys/astro8/MJArchive/octans/20210704/Flats-0007-r.fit,lower
Flat-0001r,r,,18.0,2459682.2789341435,2022-04-12T18:41:39.91,/home/phys/astro8/MJArchive/octans/20220412/Flat-0001r.fit,over
FlatDome-0002,bad,bad,-999.0,-999.0,bad,bad,bad
Flat-0022R,R,,0.6,2458725.712800926,2019-08-30T05:06:26,/home/phys/astro8/MJArchive/octans/20190830/Flat-0022R.fit,good
flat_20220903-0008SII,SII,B&C,11.0,2459825.287534838,2022-09-02T18:54:03.01,/home/phys/astro8/MJArchive/octans/20220902/flat_20220903-0008SII.fit,good
flat-0012r,r,,0.1,2459603.875083565,2022-01-24T09:00:07.22,/home/phys/astro8/MJArchive/octans/20220124/flat-0012r.fit,lower
flat_20220903-0008i,i,B&C,3.0,2459825.2789134257,2022-09-02T18:41:38.12,/home/phys/astro8/MJArchive/octans/20220903/flat_20220903-0008i.fit,good
Flat-0010uu,u,,60.0,2458725.6749421298,2019-08-30T04:11:55,/home/phys/astro8/MJArchive/octans/20190830/Flat-0010uu.fit,lower
Flat-0007i,i,,5.0,2459682.2831636574,2022-04-12T18:47:45.34,/home/phys/astro8/MJArchive/octans/20220412/Flat-0007i.fit,good
Flats_20220908-0001_g,g,B&C,5.0,2459831.2715537036,2022-09-08T18:31:02.24,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0001_g.fit,over
Flats_20220908-0005_B,B,B&C,15.0,2459831.269328588,2022-09-08T18:27:49.99,/home/phys/astro8/MJArchive/octans/20220908/Flats_20220908-0005_B.fit,over
Flat -0002g,g,B&C,15.0,2459687.270964699,2022-04-17T18:30:11.35,/home/phys/astro8/MJArchive/octans/20220417/Flat -0002g.fit,lower
Flat-0009i,i,,30.0,2459682.779439236,2022-04-13T06:42:23.55,/home/phys/astro8/MJArchive/octans/20220413/Flat-0009i.fit,good
flats_20220904-0001_r,r,B&C,10.0,2459827.274454514,2022-09-04T18:35:12.87,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0001_r.fit,good
Flat-0005V,V,,10.0,2458725.6531944443,2019-08-30T03:40:36,/home/phys/astro8/MJArchive/octans/20190830/Flat-0005V.fit,over
FlatDome-0010g,g,B&C,5.0,2459687.8694971064,2022-04-18T08:52:04.55,/home/phys/astro8/MJArchive/octans/20220417/FlatDome-0010g.fit,good
flat-0011g,g,,30.0,2459610.2069519674,2022-01-30T16:58:00.65,/home/phys/astro8/MJArchive/octans/20220130/flat-0011g.fit,over
flat-0019r,r,B&C,10.0,2459686.9807212963,2022-04-17T11:32:14.32,/home/phys/astro8/MJArchive/octans/20220417/flat-0019r.fit,good
flat-0002g,g,,30.0,2459610.2011802085,2022-01-30T16:49:41.97,/home/phys/astro8/MJArchive/octans/20220130/flat-0002g.fit,lower
flats_20220905-0001_g,g,B&C,10.0,2459828.2712144675,2022-09-05T18:30:32.93,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0001_g.fit,good
flats_20220906-0002_OIII,OIII,B&C,8.0,2459828.765749074,2022-09-06T06:22:40.72,/home/phys/astro8/MJArchive/octans/20220906/flats_20220906-0002_OIII.fit,good
Flat20220908-0004_r,r,B&C,10.0,2459830.78034294,2022-09-08T06:43:41.63,/home/phys/astro8/MJArchive/octans/20220908/Flat20220908-0004_r.fit,good
flats_20220905-0011_V,V,B&C,5.0,2459828.275591088,2022-09-05T18:36:51.07,/home/phys/astro8/MJArchive/octans/20220905/flats_20220905-0011_V.fit,good
Flat-000730,bad,bad,-999.0,-999.0,bad,bad,bad
Flat-0021rr,r,,5.0,2458725.711122685,2019-08-30T05:04:01,/home/phys/astro8/MJArchive/octans/20190830/Flat-0021rr.fit,over
flats_20220904-0011_V,V,B&C,5.0,2459827.2776011573,2022-09-04T18:39:44.74,/home/phys/astro8/MJArchive/octans/20220904/flats_20220904-0011_V.fit,good
Flat_i_20220829-0001i,i,B&C,10.0,2459821.2799667823,2022-08-29T18:43:09.13,/home/phys/astro8/MJArchive/octans/20220829/Flat_i_20220829-0001i.fit,over
flat_20220903-0003g,g,B&C,25.0,2459825.2731474536,2022-09-02T18:33:19.94,/home/phys/astro8/MJArchive/octans/20220902/flat_20220903-0003g.fit,good
flats-0012g,g,,20.0,2459605.201913773,2022-01-25T16:50:45.35,/home/phys/astro8/MJArchive/octans/20220125/flats-0012g.fit,over
flat-0016V,V,,8.0,2459606.209557639,2022-01-26T17:01:45.78,/home/phys/astro8/MJArchive/octans/20220126/flat-0016V.fit,good
Flat_Halpha_20220829-0004Halpha,Halpha,B&C,10.0,2459821.2818229166,2022-08-29T18:45:49.50,/home/phys/astro8/MJArchive/octans/20220829/Flat_Halpha_20220829-0004Halpha.fit,lower
flat-0005V,V,,8.0,2459617.2194873844,2022-02-06T17:16:03.71,/home/phys/astro8/MJArchive/octans/20220206/flat-0005V.fit,good
flats-0039V,V,,2.0,2459605.2127832174,2022-01-25T17:06:24.47,/home/phys/astro8/MJArchive/octans/20220125/flats-0039V.fit,good
flat-0005g,g,,20.0,2459617.2155413195,2022-02-06T17:10:22.77,/home/phys/astro8/MJArchive/octans/20220206/flat-0005g.fit,good
