name,telescope,exptime,jd,date,chip,readout,filename,nimages,note,readodut
D24644-0-m-1,MOA-II,0,2460528.2934870003,        2024-08-05,1,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24644-0-m-1.fits.gz,1,bad,
D24644-0-m-2,MOA-II,0,2460528.2934870003,        2024-08-05,2,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24644-0-m-2.fits.gz,1,bad,
D24644-0-m-3,MOA-II,0,2460528.2934870003,        2024-08-05,3,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24644-0-m-3.fits.gz,1,bad,
D24644-0-m-4,MOA-II,0,2460528.2934870003,        2024-08-05,4,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24644-0-m-4.fits.gz,1,bad,
D24644-0-m-5,MOA-II,0,2460528.2934870003,        2024-08-05,5,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24644-0-m-5.fits.gz,1,bad,
D24644-0-m-6,MOA-II,0,2460528.2934870003,        2024-08-05,6,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24644-0-m-6.fits.gz,1,bad,
D24644-0-m-7,MOA-II,0,2460528.2934870003,        2024-08-05,7,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24644-0-m-7.fits.gz,1,bad,
D24644-0-m-8,MOA-II,0,2460528.2934870003,        2024-08-05,8,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24644-0-m-8.fits.gz,1,bad,
D24644-0-m-9,MOA-II,0,2460528.2934870003,        2024-08-05,9,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24644-0-m-9.fits.gz,1,bad,
D24644-0-m-10,MOA-II,0,2460528.2934870003,        2024-08-05,10,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24644-0-m-10.fits.gz,1,bad,
D24643-300-m-1,MOA-II,300,2460527.304287167,        2024-08-04,1,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24643-300-m-1.fits.gz,3,good,
D24643-300-m-2,MOA-II,300,2460527.304287167,        2024-08-04,2,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24643-300-m-2.fits.gz,3,good,
D24643-300-m-3,MOA-II,300,2460527.304287167,        2024-08-04,3,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24643-300-m-3.fits.gz,3,good,
D24643-300-m-4,MOA-II,300,2460527.304287167,        2024-08-04,4,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24643-300-m-4.fits.gz,3,good,
D24643-300-m-5,MOA-II,300,2460527.304287167,        2024-08-04,5,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24643-300-m-5.fits.gz,3,good,
D24643-300-m-6,MOA-II,300,2460527.304287167,        2024-08-04,6,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24643-300-m-6.fits.gz,3,good,
D24643-300-m-7,MOA-II,300,2460527.304287167,        2024-08-04,7,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24643-300-m-7.fits.gz,3,good,
D24643-300-m-8,MOA-II,300,2460527.304287167,        2024-08-04,8,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24643-300-m-8.fits.gz,3,good,
D24643-300-m-9,MOA-II,300,2460527.304287167,        2024-08-04,9,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24643-300-m-9.fits.gz,3,good,
D24643-300-m-10,MOA-II,300,2460527.304287167,        2024-08-04,10,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24643-300-m-10.fits.gz,3,good,
D24642-0-m-1,MOA-II,0,2460527.298237,        2024-08-04,1,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24642-0-m-1.fits.gz,1,bad,
D24642-0-m-2,MOA-II,0,2460527.298237,        2024-08-04,2,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24642-0-m-2.fits.gz,1,bad,
D24642-0-m-3,MOA-II,0,2460527.298237,        2024-08-04,3,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24642-0-m-3.fits.gz,1,bad,
D24642-0-m-4,MOA-II,0,2460527.298237,        2024-08-04,4,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24642-0-m-4.fits.gz,1,bad,
D24642-0-m-5,MOA-II,0,2460527.298237,        2024-08-04,5,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24642-0-m-5.fits.gz,1,bad,
D24642-0-m-6,MOA-II,0,2460527.298237,        2024-08-04,6,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24642-0-m-6.fits.gz,1,bad,
D24642-0-m-7,MOA-II,0,2460527.298237,        2024-08-04,7,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24642-0-m-7.fits.gz,1,bad,
D24642-0-m-8,MOA-II,0,2460527.298237,        2024-08-04,8,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24642-0-m-8.fits.gz,1,bad,
D24642-0-m-9,MOA-II,0,2460527.298237,        2024-08-04,9,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24642-0-m-9.fits.gz,1,bad,
D24642-0-m-10,MOA-II,0,2460527.298237,        2024-08-04,10,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24642-0-m-10.fits.gz,1,bad,
D24641-60-m-1,MOA-II,60,2460526.9772575,        2024-08-04,1,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24641-60-m-1.fits.gz,3,good,
D24641-60-m-2,MOA-II,60,2460526.9772575,        2024-08-04,2,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24641-60-m-2.fits.gz,3,good,
D24641-60-m-3,MOA-II,60,2460526.9772575,        2024-08-04,3,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24641-60-m-3.fits.gz,3,good,
D24641-60-m-4,MOA-II,60,2460526.9772575,        2024-08-04,4,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24641-60-m-4.fits.gz,3,good,
D24641-60-m-5,MOA-II,60,2460526.9772575,        2024-08-04,5,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24641-60-m-5.fits.gz,3,good,
D24641-60-m-6,MOA-II,60,2460526.9772575,        2024-08-04,6,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24641-60-m-6.fits.gz,3,good,
D24641-60-m-7,MOA-II,60,2460526.9772575,        2024-08-04,7,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24641-60-m-7.fits.gz,3,good,
D24641-60-m-8,MOA-II,60,2460526.9772575,        2024-08-04,8,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24641-60-m-8.fits.gz,3,good,
D24641-60-m-9,MOA-II,60,2460526.9772575,        2024-08-04,9,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24641-60-m-9.fits.gz,3,good,
D24641-60-m-10,MOA-II,60,2460526.9772575,        2024-08-04,10,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24641-60-m-10.fits.gz,3,good,
D24640-0-m-1,MOA-II,0,2460526.975372,        2024-08-04,1,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24640-0-m-1.fits.gz,1,bad,
D24640-0-m-2,MOA-II,0,2460526.975372,        2024-08-04,2,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24640-0-m-2.fits.gz,1,bad,
D24640-0-m-3,MOA-II,0,2460526.975372,        2024-08-04,3,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24640-0-m-3.fits.gz,1,bad,
D24640-0-m-4,MOA-II,0,2460526.975372,        2024-08-04,4,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24640-0-m-4.fits.gz,1,bad,
D24640-0-m-5,MOA-II,0,2460526.975372,        2024-08-04,5,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24640-0-m-5.fits.gz,1,bad,
D24640-0-m-6,MOA-II,0,2460526.975372,        2024-08-04,6,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24640-0-m-6.fits.gz,1,bad,
D24640-0-m-7,MOA-II,0,2460526.975372,        2024-08-04,7,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24640-0-m-7.fits.gz,1,bad,
D24640-0-m-8,MOA-II,0,2460526.975372,        2024-08-04,8,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24640-0-m-8.fits.gz,1,bad,
D24640-0-m-9,MOA-II,0,2460526.975372,        2024-08-04,9,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24640-0-m-9.fits.gz,1,bad,
D24640-0-m-10,MOA-II,0,2460526.975372,        2024-08-04,10,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24640-0-m-10.fits.gz,1,bad,
D24639-60-m-1,MOA-II,60,2460526.902762,        2024-08-04,1,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24639-60-m-1.fits.gz,3,good,
D24639-60-m-2,MOA-II,60,2460526.902762,        2024-08-04,2,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24639-60-m-2.fits.gz,3,good,
D24639-60-m-3,MOA-II,60,2460526.902762,        2024-08-04,3,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24639-60-m-3.fits.gz,3,good,
D24639-60-m-4,MOA-II,60,2460526.902762,        2024-08-04,4,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24639-60-m-4.fits.gz,3,good,
D24639-60-m-5,MOA-II,60,2460526.902762,        2024-08-04,5,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24639-60-m-5.fits.gz,3,good,
D24639-60-m-6,MOA-II,60,2460526.902762,        2024-08-04,6,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24639-60-m-6.fits.gz,3,good,
D24639-60-m-7,MOA-II,60,2460526.902762,        2024-08-04,7,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24639-60-m-7.fits.gz,3,good,
D24639-60-m-8,MOA-II,60,2460526.902762,        2024-08-04,8,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24639-60-m-8.fits.gz,3,good,
D24639-60-m-9,MOA-II,60,2460526.902762,        2024-08-04,9,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24639-60-m-9.fits.gz,3,good,
D24639-60-m-10,MOA-II,60,2460526.902762,        2024-08-04,10,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24639-60-m-10.fits.gz,3,good,
D24638-0-m-1,MOA-II,0,2460526.9008795,        2024-08-04,1,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24638-0-m-1.fits.gz,1,bad,
D24638-0-m-2,MOA-II,0,2460526.9008795,        2024-08-04,2,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24638-0-m-2.fits.gz,1,bad,
D24638-0-m-3,MOA-II,0,2460526.9008795,        2024-08-04,3,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24638-0-m-3.fits.gz,1,bad,
D24638-0-m-4,MOA-II,0,2460526.9008795,        2024-08-04,4,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24638-0-m-4.fits.gz,1,bad,
D24638-0-m-5,MOA-II,0,2460526.9008795,        2024-08-04,5,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24638-0-m-5.fits.gz,1,bad,
D24638-0-m-6,MOA-II,0,2460526.9008795,        2024-08-04,6,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24638-0-m-6.fits.gz,1,bad,
D24638-0-m-7,MOA-II,0,2460526.9008795,        2024-08-04,7,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24638-0-m-7.fits.gz,1,bad,
D24638-0-m-8,MOA-II,0,2460526.9008795,        2024-08-04,8,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24638-0-m-8.fits.gz,1,bad,
D24638-0-m-9,MOA-II,0,2460526.9008795,        2024-08-04,9,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24638-0-m-9.fits.gz,1,bad,
D24638-0-m-10,MOA-II,0,2460526.9008795,        2024-08-04,10,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24638-0-m-10.fits.gz,1,bad,
D24637-300-m-1,MOA-II,300,2460526.3069395,        2024-08-03,1,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24637-300-m-1.fits.gz,3,good,
D24637-300-m-2,MOA-II,300,2460526.3069395,        2024-08-03,2,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24637-300-m-2.fits.gz,3,good,
D24637-300-m-3,MOA-II,300,2460526.3069395,        2024-08-03,3,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24637-300-m-3.fits.gz,3,good,
D24637-300-m-4,MOA-II,300,2460526.3069395,        2024-08-03,4,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24637-300-m-4.fits.gz,3,good,
D24637-300-m-5,MOA-II,300,2460526.3069395,        2024-08-03,5,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24637-300-m-5.fits.gz,3,good,
D24637-300-m-6,MOA-II,300,2460526.3069395,        2024-08-03,6,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24637-300-m-6.fits.gz,3,good,
D24637-300-m-7,MOA-II,300,2460526.3069395,        2024-08-03,7,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24637-300-m-7.fits.gz,3,good,
D24637-300-m-8,MOA-II,300,2460526.3069395,        2024-08-03,8,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24637-300-m-8.fits.gz,3,good,
D24637-300-m-9,MOA-II,300,2460526.3069395,        2024-08-03,9,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24637-300-m-9.fits.gz,3,good,
D24637-300-m-10,MOA-II,300,2460526.3069395,        2024-08-03,10,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24637-300-m-10.fits.gz,3,good,
D24636-75-m-1,MOA-II,75,2460526.299163333,        2024-08-03,1,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24636-75-m-1.fits.gz,3,good,
D24636-75-m-2,MOA-II,75,2460526.2991633336,        2024-08-03,2,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24636-75-m-2.fits.gz,3,good,
D24636-75-m-3,MOA-II,75,2460526.2991633336,        2024-08-03,3,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24636-75-m-3.fits.gz,3,good,
D24636-75-m-4,MOA-II,75,2460526.2991633336,        2024-08-03,4,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24636-75-m-4.fits.gz,3,good,
D24636-75-m-5,MOA-II,75,2460526.2991633336,        2024-08-03,5,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24636-75-m-5.fits.gz,3,good,
D24636-75-m-6,MOA-II,75,2460526.2991633336,        2024-08-03,6,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24636-75-m-6.fits.gz,3,good,
D24636-75-m-7,MOA-II,75,2460526.2991633336,        2024-08-03,7,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24636-75-m-7.fits.gz,3,good,
D24636-75-m-8,MOA-II,75,2460526.299163333,        2024-08-03,8,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24636-75-m-8.fits.gz,3,good,
D24636-75-m-9,MOA-II,75,2460526.2991633336,        2024-08-03,9,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24636-75-m-9.fits.gz,3,good,
D24636-75-m-10,MOA-II,75,2460526.2991633336,        2024-08-03,10,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24636-75-m-10.fits.gz,3,good,
D24635-60-m-1,MOA-II,60,2460526.2955468334,        2024-08-03,1,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24635-60-m-1.fits.gz,3,good,
D24635-60-m-2,MOA-II,60,2460526.2955468334,        2024-08-03,2,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24635-60-m-2.fits.gz,3,good,
D24635-60-m-3,MOA-II,60,2460526.2955468334,        2024-08-03,3,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24635-60-m-3.fits.gz,3,good,
D24635-60-m-4,MOA-II,60,2460526.2955468334,        2024-08-03,4,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24635-60-m-4.fits.gz,3,good,
D24635-60-m-5,MOA-II,60,2460526.2955468334,        2024-08-03,5,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24635-60-m-5.fits.gz,3,good,
D24635-60-m-6,MOA-II,60,2460526.2955468334,        2024-08-03,6,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24635-60-m-6.fits.gz,3,good,
D24635-60-m-7,MOA-II,60,2460526.2955468334,        2024-08-03,7,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24635-60-m-7.fits.gz,3,good,
D24635-60-m-8,MOA-II,60,2460526.2955468334,        2024-08-03,8,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24635-60-m-8.fits.gz,3,good,
D24635-60-m-9,MOA-II,60,2460526.2955468334,        2024-08-03,9,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24635-60-m-9.fits.gz,3,good,
D24635-60-m-10,MOA-II,60,2460526.2955468334,        2024-08-03,10,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24635-60-m-10.fits.gz,3,good,
D24634-0-m-1,MOA-II,0,2460526.29366,        2024-08-03,1,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24634-0-m-1.fits.gz,1,bad,
D24634-0-m-2,MOA-II,0,2460526.29366,        2024-08-03,2,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24634-0-m-2.fits.gz,1,bad,
D24634-0-m-3,MOA-II,0,2460526.29366,        2024-08-03,3,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24634-0-m-3.fits.gz,1,bad,
D24634-0-m-4,MOA-II,0,2460526.29366,        2024-08-03,4,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24634-0-m-4.fits.gz,1,bad,
D24634-0-m-5,MOA-II,0,2460526.29366,        2024-08-03,5,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24634-0-m-5.fits.gz,1,bad,
D24634-0-m-6,MOA-II,0,2460526.29366,        2024-08-03,6,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24634-0-m-6.fits.gz,1,bad,
D24634-0-m-7,MOA-II,0,2460526.29366,        2024-08-03,7,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24634-0-m-7.fits.gz,1,bad,
D24634-0-m-8,MOA-II,0,2460526.29366,        2024-08-03,8,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24634-0-m-8.fits.gz,1,bad,
D24634-0-m-9,MOA-II,0,2460526.29366,        2024-08-03,9,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24634-0-m-9.fits.gz,1,bad,
D24634-0-m-10,MOA-II,0,2460526.29366,        2024-08-03,10,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24634-0-m-10.fits.gz,1,bad,
D24633-300-m-1,MOA-II,300,2460525.2969098333,        2024-08-02,1,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24633-300-m-1.fits.gz,3,good,
D24633-300-m-2,MOA-II,300,2460525.2969098333,        2024-08-02,2,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24633-300-m-2.fits.gz,3,good,
D24633-300-m-3,MOA-II,300,2460525.2969098333,        2024-08-02,3,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24633-300-m-3.fits.gz,3,good,
D24633-300-m-4,MOA-II,300,2460525.2969098333,        2024-08-02,4,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24633-300-m-4.fits.gz,3,good,
D24633-300-m-5,MOA-II,300,2460525.2969098333,        2024-08-02,5,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24633-300-m-5.fits.gz,3,good,
D24633-300-m-6,MOA-II,300,2460525.2969098333,        2024-08-02,6,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24633-300-m-6.fits.gz,3,good,
D24633-300-m-7,MOA-II,300,2460525.2969098333,        2024-08-02,7,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24633-300-m-7.fits.gz,3,good,
D24633-300-m-8,MOA-II,300,2460525.2969098333,        2024-08-02,8,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24633-300-m-8.fits.gz,3,good,
D24633-300-m-9,MOA-II,300,2460525.2969098333,        2024-08-02,9,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24633-300-m-9.fits.gz,3,good,
D24633-300-m-10,MOA-II,300,2460525.2969098333,        2024-08-02,10,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24633-300-m-10.fits.gz,3,good,
D24632-60-m-1,MOA-II,60,2460525.2893988336,        2024-08-02,1,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24632-60-m-1.fits.gz,3,good,
D24632-60-m-2,MOA-II,60,2460525.2893988336,        2024-08-02,2,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24632-60-m-2.fits.gz,3,good,
D24632-60-m-3,MOA-II,60,2460525.2893988336,        2024-08-02,3,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24632-60-m-3.fits.gz,3,good,
D24632-60-m-4,MOA-II,60,2460525.2893988336,        2024-08-02,4,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24632-60-m-4.fits.gz,3,good,
D24632-60-m-5,MOA-II,60,2460525.2893988336,        2024-08-02,5,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24632-60-m-5.fits.gz,3,good,
D24632-60-m-6,MOA-II,60,2460525.2893988336,        2024-08-02,6,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24632-60-m-6.fits.gz,3,good,
D24632-60-m-7,MOA-II,60,2460525.2893988336,        2024-08-02,7,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24632-60-m-7.fits.gz,3,good,
D24632-60-m-8,MOA-II,60,2460525.2893988336,        2024-08-02,8,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24632-60-m-8.fits.gz,3,good,
D24632-60-m-9,MOA-II,60,2460525.2893988336,        2024-08-02,9,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24632-60-m-9.fits.gz,3,good,
D24632-60-m-10,MOA-II,60,2460525.2893988336,        2024-08-02,10,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24632-60-m-10.fits.gz,3,good,
D24631-0-m-1,MOA-II,0,2460525.287521,        2024-08-02,1,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24631-0-m-1.fits.gz,1,bad,
D24631-0-m-2,MOA-II,0,2460525.287521,        2024-08-02,2,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24631-0-m-2.fits.gz,1,bad,
D24631-0-m-3,MOA-II,0,2460525.287521,        2024-08-02,3,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24631-0-m-3.fits.gz,1,bad,
D24631-0-m-4,MOA-II,0,2460525.287521,        2024-08-02,4,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24631-0-m-4.fits.gz,1,bad,
D24631-0-m-5,MOA-II,0,2460525.287521,        2024-08-02,5,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24631-0-m-5.fits.gz,1,bad,
D24631-0-m-6,MOA-II,0,2460525.287521,        2024-08-02,6,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24631-0-m-6.fits.gz,1,bad,
D24631-0-m-7,MOA-II,0,2460525.287521,        2024-08-02,7,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24631-0-m-7.fits.gz,1,bad,
D24631-0-m-8,MOA-II,0,2460525.287521,        2024-08-02,8,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24631-0-m-8.fits.gz,1,bad,
D24631-0-m-9,MOA-II,0,2460525.287521,        2024-08-02,9,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24631-0-m-9.fits.gz,1,bad,
D24631-0-m-10,MOA-II,0,2460525.287521,        2024-08-02,10,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24631-0-m-10.fits.gz,1,bad,
D24630-300-m-1,MOA-II,300,2460524.295705167,        2024-08-01,1,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24630-300-m-1.fits.gz,3,good,
D24630-300-m-2,MOA-II,300,2460524.295705166,        2024-08-01,2,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24630-300-m-2.fits.gz,3,good,
D24630-300-m-3,MOA-II,300,2460524.295705166,        2024-08-01,3,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24630-300-m-3.fits.gz,3,good,
D24630-300-m-4,MOA-II,300,2460524.295705166,        2024-08-01,4,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24630-300-m-4.fits.gz,3,good,
D24630-300-m-5,MOA-II,300,2460524.295705167,        2024-08-01,5,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24630-300-m-5.fits.gz,3,good,
D24630-300-m-6,MOA-II,300,2460524.295705166,        2024-08-01,6,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24630-300-m-6.fits.gz,3,good,
D24630-300-m-7,MOA-II,300,2460524.295705166,        2024-08-01,7,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24630-300-m-7.fits.gz,3,good,
D24630-300-m-8,MOA-II,300,2460524.295705166,        2024-08-01,8,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24630-300-m-8.fits.gz,3,good,
D24630-300-m-9,MOA-II,300,2460524.295705167,        2024-08-01,9,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24630-300-m-9.fits.gz,3,good,
D24630-300-m-10,MOA-II,300,2460524.295705166,        2024-08-01,10,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24630-300-m-10.fits.gz,3,good,
D24629-60-m-1,MOA-II,60,2460524.288195,        2024-08-01,1,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24629-60-m-1.fits.gz,3,good,
D24629-60-m-2,MOA-II,60,2460524.288195,        2024-08-01,2,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24629-60-m-2.fits.gz,3,good,
D24629-60-m-3,MOA-II,60,2460524.288195,        2024-08-01,3,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24629-60-m-3.fits.gz,3,good,
D24629-60-m-4,MOA-II,60,2460524.288195,        2024-08-01,4,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24629-60-m-4.fits.gz,3,good,
D24629-60-m-5,MOA-II,60,2460524.288195,        2024-08-01,5,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24629-60-m-5.fits.gz,3,good,
D24629-60-m-6,MOA-II,60,2460524.288195,        2024-08-01,6,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24629-60-m-6.fits.gz,3,good,
D24629-60-m-7,MOA-II,60,2460524.288195,        2024-08-01,7,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24629-60-m-7.fits.gz,3,good,
D24629-60-m-8,MOA-II,60,2460524.288195,        2024-08-01,8,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24629-60-m-8.fits.gz,3,good,
D24629-60-m-9,MOA-II,60,2460524.288195,        2024-08-01,9,-1.0,/home/phys/astronomy/rri38/moa/data/master/dark/D24629-60-m-9.fits.gz,3,good,
